Uwindow,SHGC,Ropaque,Qinfil,Qventilation,Qcasual,Fafterhours,Mset up/down,"Tsa,clg","Tsa,htg","Tsa,reset","Tafterhours,htg","Tafterhours,clg","Fvav,min-sp","Shtg,summer"
0.02919202795028687,-0.10777575239419918,0.2908657001495356,0.3492337728524217,-0.20785146393775975,2.6576848945617684,0.19369546189904227,0.017164598111994566,0.75313341331482,-0.700405555725099,0.16429854929447174,-0.11984920293807994,-0.07343800668716412,-0.17643943164467782,0.5283840110898018
0.4583763058662408,-0.09773083430051788,-1.2027172464370757,0.35957212062835686,-0.22948981035232519,0.6065348262786862,-0.14333964931964857,-0.1232457309961319,-0.2512398719787589,0.2900357933044424,-0.10341530477628112,0.0670550659799577,-0.06461007347106917,-0.16403707487463984,-0.03993553876876831
0.8326335714340212,-0.17356316848993333,0.589081044673921,-0.10029841930866246,0.17754118142128003,1.2174047222137474,0.31886796805858664,0.04878503978252411,0.15433399772644088,-2.4441270713806182,-0.5437034413218498,-0.08366213324546827,0.08603524267673485,-0.2184056872618198,-0.3605135913193226
-0.5558717527389515,0.012804360866546656,0.6627249380111705,-0.3575231309628487,0.26805650897025995,-1.966235161972043,0.047338166552782106,-0.0015627777576446534,-0.9203375091552732,-2.961082103729255,0.21992519974708558,-0.13783418274879422,-0.1200804497718813,-0.21388184548139574,0.552622986137867
0.15183032960891746,0.17040130534887282,-1.6579814866065998,0.04781836083173767,-0.11390631895065302,0.5948466682434097,-0.20948222986459736,-0.014257099395617843,1.1267313308715834,-3.0160639266967753,0.22143098175525666,0.054160416755676274,0.005826917266845619,-0.006066631467342383,-0.4507234260439873
-0.3493904493331906,-0.03302169993638997,0.1774682426452638,0.12155055148839937,0.11456447305679301,-4.596998519897455,0.3558981212079518,-0.14418789029121398,0.8985087852478024,1.879209648132319,-0.3392039789259434,0.0044688649702071806,0.07722163438796986,0.22612407976269733,-0.13555634500458835
0.8110909279823317,0.027398218405246748,0.026331363201141295,-0.3642034352493291,-0.18714571958661078,-0.19579720306396609,0.17725063263177898,-0.027635847302153706,0.258036436080932,4.259816566467278,-0.18169310244731604,0.07797375886917104,-0.022322660231590206,-0.004602775390148172,0.05556148767471313
-0.9605298651695264,0.09137895619153971,-0.7691194123268126,-0.10202973715782171,0.05613033647537225,-0.858230333137512,-0.29261553555727055,0.042176491022109984,1.0171813850402835,1.4017187652587848,0.1597693818807602,-0.08449818929672245,-0.09109013910293606,-0.042610076068639764,0.5285939419269562
0.6090348793029795,0.17186985313177128,1.6034830430984501,0.20166558579206498,-0.20906526278257395,-4.006405112075815,0.05819875077009201,0.013028853535652161,-1.6858884868621808,1.3201644325256385,0.16787421345710754,-0.0914289070272444,0.09726727824211095,0.00681897439837454,0.40064345598220824
-1.1808942067146326,-0.09381974744558329,1.4547511093139638,0.389302614943982,-0.1567086105346681,-2.6701272941589336,0.053062457829713826,-0.030958755016326903,1.122714460372922,1.5052096023559542,-0.394018575027585,0.08922301921844486,0.030036347246170044,0.07670764179944974,0.11083172798156739
