OcHtgTbal,OcHtgSlope,OcHtgYint,UnHtgTbal,UnHtgSlope,UnHtgYint,OcClgTbal,OcClgSlope,OcClgYint,UnClgTbal,UnClgSlope,UnClgYint,R2OcHtg,R2UnHtg,R2OcClg,R2UnClg,CVOcHtg,CVUnHtg,CVOcClg,CVUnClg
14,-4.09,0.28857,13,-1.412,1.3735,15,3.8305,4.0415,16,2.3852,0.090736,0.91675,0.60849,0.8967,0.85308,0.31514,0.8279,0.6382,0.97677
3,-5.4088,61.333,3,-2.9115,8.3133,13,6.6842,0.31576,16,2.8073,0.113,0.72218,0.80732,0.85856,0.85414,0.25722,0.44646,0.67324,0.97066
10,-3.2935,0.87678,7,-1.6942,0.36604,14,4.5517,4.7463,1,0,0,0.81654,0.84041,0.85986,NaN,0.56246,0.54794,0.72189,NaN
5,-2.6507,0.27174,1,-0.49505,0.46667,14,5.1901,0.0842,1,0,0,0.88632,0.8187,0.84483,NaN,0.53137,0.836,0.75411,NaN
5,-2.9628,1.1671,1,-1.2393,0.16166,14,6.0266,6.3374,1,0,0,0.71003,0.825,0.86356,NaN,0.89288,0.76208,0.70832,NaN
25,-2.6151,1.7986,17,-2.8668,0.28795,13,6.4832,0.064094,14,3.8042,3.9432,0.6818,0.88995,0.85663,0.89021,0.45103,0.30374,0.68779,0.73301
14,-4.4383,4.3441,14,-2.5407,2.3398,16,5.8956,0.15067,20,2.068,0.080919,0.86631,0.88908,0.86302,0.72947,0.41599,0.35206,0.77581,2.0003
10,-3.6499,0.61491,2,-1.4773,0.26919,14,4.2082,4.3928,1,0,0,0.82113,0.83843,0.8621,NaN,0.56124,0.6835,0.71485,NaN
11,-3.3083,3.304,3,-1.6101,0.55807,15,5.2502,5.5507,17,2.4197,0.078676,0.76092,0.66805,0.85085,0.81559,0.66568,1.0094,0.78647,1.2202
1,-1.176,114.57,1,-2.37,78.628,12,6.8682,6.9647,12,6.1407,6.0749,0.1166,0.3777,0.88638,0.87738,0.15186,0.19772,0.58389,0.68586
25,-1.8545,1.4164,1,-1.3148,3.751,12,2.9589,2.9793,14,1.9307,1.9924,0.74418,0.4433,0.87617,0.75646,0.40716,1.0287,0.61444,1.1876
24,-1.444,0.14855,1,-0.4648,0.3141,14,8.1478,0.27383,1,0,0,0.60826,0.71285,0.84704,NaN,0.56963,1.2262,0.74239,NaN
1,-1.644,71.86,1,-0.48842,0.39114,11,4.4904,0.050938,1,0,0,0.19619,0.76498,0.84919,NaN,0.2401,1.0287,0.64587,NaN
23,-2.4017,0.56298,7,-1.7171,0.31552,14,6.607,0.22579,1,0,0,0.68247,0.8379,0.83926,NaN,0.50058,0.55597,0.76436,NaN
7,-4.2689,2.6728,1,-1.1982,0.14188,14,6.03,6.2908,1,0,0,0.75553,0.82987,0.84239,NaN,0.71081,0.75186,0.77333,NaN
4,-2.5513,0.024265,1,-0.95131,0.0072938,14,5.338,0.04079,1,0,0,0.85142,0.84059,0.85011,NaN,0.66215,0.74762,0.74148,NaN
2,-3.5263,39.263,11,-2.5515,5.3346,14,5.555,0.052976,19,3.6919,0.089023,0.5797,0.88469,0.88215,0.73528,0.34636,0.31988,0.64492,1.8565
25,-1.5007,0.46943,20,-1.2692,0.1311,12,4.8045,0.052343,12,3.8676,0.2105,0.68891,0.85145,0.8619,0.84903,0.45254,0.31549,0.64168,0.73278
17,-3.3077,1.723,14,-2.3364,0.35339,14,4.0175,0.019611,15,3.4104,0.082411,0.79141,0.88348,0.88794,0.86393,0.46271,0.35306,0.62805,0.86845
1,-1.8312,40.088,9,-1.4685,0.054851,14,4.4744,0.093623,1,0,0,0.36943,0.85266,0.86596,NaN,0.29078,0.49664,0.69091,NaN
12,-3.1611,0.94149,14,-1.8198,1.7991,15,4.1254,4.242,21,1.8872,0.038756,0.81274,0.92246,0.84984,0.67461,0.52709,0.28713,0.80008,2.6172
8,-3.1907,0.41785,8,-1.8567,1.8977,14,4.2028,4.3435,17,2.164,0.068811,0.74397,0.88044,0.86733,0.76714,0.76647,0.46189,0.70193,1.4149
1,-1.0538,81.183,25,-0.49265,19.025,12,6.2954,6.4789,14,5.3517,0.029177,0.20498,0.062206,0.89054,0.8602,0.13633,0.72884,0.56913,0.82357
13,-4.5687,0.6107,3,-1.0301,0.15706,15,3.6433,3.7094,1,0,0,0.89115,0.7936,0.88348,NaN,0.37697,0.7638,0.69449,NaN
9,-4.7801,37.141,8,-2.568,5.6317,13,5.876,0.082447,18,3.605,0.27669,0.77393,0.78703,0.89114,0.72654,0.31775,0.48703,0.58671,1.6111
8,-0.98389,27.78,1,-0.23964,0.072599,12,5.7284,5.8651,1,0,0,0.41381,0.70004,0.83747,NaN,0.28028,1.4407,0.71628,NaN
11,-5.612,5.059,13,-5.0309,0.32249,14,6.1594,6.2768,15,4.9966,0.2846,0.83526,0.9315,0.89802,0.88429,0.47022,0.27639,0.60828,0.77245
23,-2.8103,2.8748,1,-0.22862,0.073052,13,6.1204,6.1265,1,0,0,0.69102,0.61943,0.84817,NaN,0.49769,1.7145,0.72926,NaN
6,-1.0568,63.845,4,-0.92402,0.029603,11,5.6726,5.6727,1,0,0,0.24169,0.84642,0.8544,NaN,0.19872,0.62651,0.64436,NaN
5,-2.1953,2.2698,1,-2.2932,0.10923,14,7.5699,0.15577,15,4.005,4.1954,0.76531,0.8956,0.8706,0.90908,0.84129,0.57908,0.67716,0.71718
8,-4.6704,0.85189,1,-0.22027,0.056853,14,6.5632,6.8545,1,0,0,0.80574,0.59421,0.85056,NaN,0.63625,1.8498,0.74907,NaN
20,-2.4577,1.6022,4,-1.4504,0.03974,14,5.3713,0.1811,1,0,0,0.50445,0.78862,0.85212,NaN,0.795,0.76225,0.72775,NaN
16,-1.8597,1.8429,5,-1.8106,0.14404,13,5.2866,5.3449,1,0,0,0.46838,0.83656,0.85771,NaN,1.0444,0.61647,0.69958,NaN
11,-5.758,1.0409,13,-5.2995,0.60699,15,7.3963,0.24861,15,3.9878,0.085604,0.88963,0.95399,0.88269,0.88573,0.40695,0.22267,0.6696,0.78759
1,-0.70487,77.404,1,-1.1242,0.033648,13,7.1069,7.4739,1,0,0,0.036402,0.80235,0.86488,NaN,0.2527,0.84632,0.66939,NaN
6,-2.6438,0.6639,5,-1.7827,0.052727,14,4.5376,4.6131,15,3.0554,0.06651,0.77446,0.93378,0.8878,0.90493,0.74618,0.37511,0.64232,0.71056
14,-4.9322,1.9326,3,-2.368,0.3409,15,4.4531,0.079118,20,3.5121,0.15882,0.89923,0.75232,0.87472,0.65468,0.33883,0.86107,0.70037,2.3528
9,-2.2428,0.36325,7,-1.2441,0.21878,14,3.3289,3.4117,1,0,0,0.78619,0.85167,0.85109,NaN,0.65275,0.52819,0.75328,NaN
18,-4.9161,2.3217,1,-1.0158,1.1376,15,3.7072,0.13186,20,2.9589,0.065138,0.89186,0.2703,0.87622,0.65738,0.30415,2.1047,0.68971,2.4679
14,-5.42,1.9349,10,-2.4493,0.015498,16,5.3572,0.30247,16,2.8237,0.018393,0.86528,0.70866,0.91064,0.85668,0.40079,0.73909,0.59973,0.99122
7,-3.5223,3.5514,3,-0.90106,0.15033,14,5.6398,5.9618,1,0,0,0.81324,0.8479,0.85417,NaN,0.66997,0.63219,0.73472,NaN
9,-2.3938,1.6421,6,-0.69002,0.12694,14,4.4921,4.6136,1,0,0,0.7916,0.7961,0.87227,NaN,0.5959,0.66495,0.68854,NaN
21,-3.2688,0.051678,1,-0.73504,0.52244,13,5.9388,0.11394,1,0,0,0.7735,0.78184,0.84557,NaN,0.43604,1.0089,0.71606,NaN
8,-5.1648,28.119,7,-2.3994,5.5181,13,6.1285,0.066786,16,3.1946,0.12527,0.80315,0.76851,0.89151,0.78101,0.34779,0.51669,0.58626,1.2449
7,-3.0662,1.24,6,-1.8258,0.22274,14,4.2206,4.2955,16,2.5085,0.10331,0.74032,0.86788,0.88967,0.88476,0.76767,0.51832,0.63599,0.84701
1,-3.3987,80.558,3,-1.1545,0.19183,14,6.9925,0.055854,1,0,0,0.46355,0.84636,0.87013,NaN,0.22319,0.63605,0.6821,NaN
19,-2.0676,0.032348,3,-1.0577,1.3718,14,2.9847,0.18213,16,1.5956,0.080656,0.81657,0.7025,0.87292,0.87176,0.41312,0.76712,0.65915,0.89251
10,-5.4422,0.6686,13,-4.8489,0.66083,15,7.3833,0.27142,15,2.7851,2.9719,0.84003,0.95504,0.88265,0.91723,0.52805,0.2195,0.66872,0.67168
1,-3.2547,102.95,5,-1.7453,0.2859,12,7.1848,7.2763,1,0,0,0.31328,0.80914,0.85872,NaN,0.23686,0.66629,0.66176,NaN
25,-2.4575,0.17693,2,-1.3684,0.25623,12,4.9648,0.047737,1,0,0,0.68201,0.81466,0.83552,NaN,0.46584,0.74167,0.71155,NaN
11,-3.941,1.4052,14,-3.4238,0.27343,15,5.9162,0.31145,14,3.1986,3.2369,0.86794,0.94757,0.89375,0.89836,0.44086,0.23025,0.62764,0.71264
5,-3.6383,0.41051,9,-2.8001,0.048417,14,6.1004,0.25898,15,4.8795,0.015233,0.93236,0.92598,0.87329,0.89355,0.39877,0.33874,0.66303,0.76747
5,-4.1887,60.669,4,-1.3739,0.12225,12,5.2189,0.10812,1,0,0,0.60108,0.81124,0.85917,NaN,0.29794,0.70072,0.64699,NaN
11,-2.4982,0.11576,6,-0.79522,0.075534,15,4.7719,5.0193,1,0,0,0.72798,0.82068,0.85014,NaN,0.71849,0.62397,0.7906,NaN
25,-3.8287,3.7855,22,-3.228,2.8167,13,5.3995,5.7164,13,4.5314,0.10426,0.73616,0.75465,0.88038,0.86294,0.38911,0.39895,0.62274,0.74955
17,-2.3455,2.074,2,-0.99162,0.055776,14,6.3342,6.7496,1,0,0,0.46598,0.81741,0.84168,NaN,0.937,0.76085,0.76863,NaN
10,-2.7722,0.72507,4,-1.8361,0.29271,15,3.2889,0.070567,16,1.3781,1.4721,0.69574,0.85455,0.88315,0.89475,0.7852,0.59029,0.67197,0.84276
13,-4.625,3.883,10,-2.3976,0.21489,15,5.9437,0.16023,17,3.4484,0.085887,0.77539,0.77192,0.89961,0.76357,0.53868,0.61986,0.61552,1.4403
25,-2.6369,6.4151,23,-2.2509,1.9524,13,4.1568,4.2604,13,2.8484,0.080301,0.66927,0.74462,0.8798,0.87906,0.42524,0.39138,0.6318,0.69573
1,-3.962,50.813,5,-4.0849,27.702,14,8.6155,0.28751,15,6.6738,0.097978,0.64449,0.92425,0.88522,0.89561,0.25998,0.17196,0.62912,0.75248
13,-6.5248,3.5565,3,-1.0698,0.040508,15,7.6934,0.2111,1,0,0,0.83507,0.76544,0.87839,NaN,0.45857,0.85216,0.68542,NaN
17,-3.4997,3.1479,1,-0.51864,0.084783,13,5.065,0.19325,1,0,0,0.81656,0.8076,0.84646,NaN,0.41436,0.79983,0.70873,NaN
15,-3.3845,0.56792,7,-1.1844,1.23,13,4.6525,4.7822,1,0,0,0.81917,0.8341,0.85292,NaN,0.46892,0.58102,0.70907,NaN
21,-4.9225,0.10072,9,-2.6854,2.1595,15,5.616,0.477,18,3.1321,0.25767,0.81276,0.74281,0.88052,0.72772,0.38665,0.63476,0.66054,1.5946
8,-5.0693,3.3439,1,-0.61469,0.37993,14,6.4037,0.22983,1,0,0,0.89226,0.79124,0.85419,NaN,0.41823,1.0115,0.72112,NaN
7,-4.1597,0.8978,11,-3.8955,0.72367,14,5.6956,5.8374,16,3.4407,0.17457,0.75122,0.87875,0.85309,0.83301,0.77032,0.40299,0.74731,1.0417
25,-3.7939,14.561,24,-2.7781,2.4262,13,5.9654,0.12212,13,4.1866,0.0145,0.64179,0.64945,0.86934,0.87682,0.42338,0.46889,0.64929,0.71221
12,-5.1423,1.132,1,-0.57304,0.51297,14,5.8617,0.16877,1,0,0,0.87839,0.82726,0.86642,NaN,0.41229,0.82357,0.68732,NaN
10,-2.8056,2.8311,7,-1.8691,0.31515,14,4.3379,4.4341,1,0,0,0.56262,0.82879,0.87105,NaN,0.95083,0.57591,0.69366,NaN
7,-1.6758,48.498,1,-1.2944,0.21714,13,6.604,6.818,1,0,0,0.36765,0.80134,0.86166,NaN,0.29321,0.8149,0.68311,NaN
6,-1.8443,37.782,7,-1.5041,1.5468,14,5.5394,5.8729,1,0,0,0.34739,0.84231,0.86625,NaN,0.39408,0.56459,0.69785,NaN
10,-4.293,0.47502,7,-1.7145,0.39531,14,5.4406,5.5635,1,0,0,0.80082,0.82623,0.86346,NaN,0.60449,0.57531,0.71677,NaN
21,-4.7598,1.6081,20,-3.8501,2.9775,15,4.6574,0.034856,14,2.8662,2.9267,0.87693,0.8073,0.87597,0.85971,0.29547,0.37769,0.69982,0.85109
16,-5.3741,2.8683,12,-2.8296,2.8524,15,3.9197,0.061285,19,3.7422,0.10915,0.89824,0.91059,0.88631,0.756,0.31361,0.33514,0.66348,1.7417
10,-4.9092,0.42714,5,-1.1959,0.077035,14,5.6897,5.9684,1,0,0,0.91561,0.8652,0.84729,NaN,0.36919,0.55215,0.75728,NaN
19,-3.0667,2.9439,1,-0.031837,0.027291,12,8.3913,8.456,1,0,0,0.77076,0.39996,0.8369,NaN,0.47826,3.3746,0.72135,NaN
8,-6.3996,0.54133,1,-0.82287,0.58198,14,8.0702,8.4756,1,0,0,0.87606,0.76158,0.85213,NaN,0.49515,1.0699,0.7427,NaN
22,-2.2301,2.1142,19,-0.88872,0.1616,13,4.6518,0.29369,14,2.5833,0.14437,0.66325,0.5482,0.86677,0.88675,0.5549,0.71346,0.64662,0.70754
25,-1.8496,5.8917,1,-0.16167,0.060505,13,7.8338,8.1022,1,0,0,0.54774,0.6359,0.84356,NaN,0.53052,1.6222,0.73372,NaN
7,-5.0152,0.41356,1,-0.34493,0.17634,14,7.3084,7.7797,1,0,0,0.88727,0.69728,0.84997,NaN,0.48846,1.3455,0.74489,NaN
20,-1.5434,2.7506,7,-0.98145,0.31493,13,3.8348,0.1907,16,3.0621,0.095281,0.49341,0.86287,0.85131,0.72097,0.75468,0.49296,0.6926,1.4735
7,-4.7718,45.815,1,-0.93963,0.20709,12,4.5515,4.5703,1,0,0,0.76368,0.79053,0.86571,NaN,0.28318,0.82974,0.64426,NaN
4,-5.0326,5.1153,1,-0.86354,0.76285,14,8.2305,8.7425,1,0,0,0.85636,0.7576,0.85288,NaN,0.65473,1.0232,0.73702,NaN
1,-1.942,2.0315,1,-0.042307,0.041561,14,8.9708,0.28725,1,0,0,0.80516,0.47292,0.85038,NaN,0.90808,2.7554,0.73327,NaN
24,-5.0207,4.6981,21,-1.4558,1.023,15,7.0573,0.18948,15,2.3853,0.024988,0.75426,0.55711,0.82657,0.87434,0.40954,0.66045,0.84405,0.83824
4,-2.9939,54.532,9,-0.92363,0.9227,12,4.392,4.4961,1,0,0,0.58267,0.8391,0.86006,NaN,0.25024,0.52856,0.6559,NaN
1,-1.9199,45.578,2,-2.6336,21.585,12,8.023,8.3863,12,4.3826,4.3411,0.33635,0.86355,0.8825,0.88269,0.29103,0.2004,0.58942,0.66847
12,-5.9278,0.71506,1,-0.75108,0.64322,15,6.9751,0.16366,1,0,0,0.86527,0.76267,0.8617,NaN,0.44238,1.0175,0.7394,NaN
1,-1.1848,71.31,1,-1.6385,39.209,12,6.7984,7.1912,13,5.7025,5.8772,0.15144,0.48804,0.88693,0.9062,0.20757,0.21141,0.57456,0.62236
5,-3.003,0.5249,10,-2.36,0.45657,14,5.0584,0.058076,16,3.1849,0.10476,0.79934,0.93881,0.8642,0.90354,0.73214,0.2873,0.69887,0.77266
25,-1.8308,1.6667,1,-0.17558,0.059676,13,5.5522,0.10826,1,0,0,0.64441,0.63387,0.82912,NaN,0.51181,1.65,0.76057,NaN
16,-3.8691,3.7213,6,-1.0157,0.16264,15,3.6378,3.8826,1,0,0,0.91371,0.85892,0.86038,NaN,0.30204,0.53474,0.75328,NaN
10,-4.8909,4.7446,15,-3.4858,0.76716,14,5.7388,5.8453,15,2.5848,2.7121,0.91444,0.95592,0.87134,0.90952,0.37983,0.19959,0.69374,0.71438
25,-2.4578,1.7252,7,-1.7208,0.18838,13,5.9631,0.10823,1,0,0,0.67395,0.83806,0.82783,NaN,0.48463,0.56239,0.76441,NaN
1,-1.1592,24.827,4,-1.6712,20.259,14,6.3734,0.23815,15,4.4569,4.7564,0.36031,0.805,0.86769,0.8852,0.30232,0.19814,0.68114,0.80511
10,-5.4927,0.60545,1,-1.0665,0.89452,14,6.3553,6.5139,1,0,0,0.84678,0.78571,0.86124,NaN,0.51563,0.95776,0.72284,NaN
13,-4.4135,5.5734,8,-2.375,0.2618,14,4.4301,4.4933,17,3.7886,0.20829,0.76647,0.81058,0.89838,0.79584,0.52957,0.59455,0.60824,1.2674
7,-2.1883,16.494,10,-1.7826,1.0115,14,3.6096,3.636,20,1.5073,0.067484,0.57448,0.90294,0.85538,0.67958,0.50724,0.35223,0.74568,2.2267
13,-5.0738,0.74284,1,-0.15377,0.0096106,14,5.5781,5.7652,1,0,0,0.90768,0.58638,0.86384,NaN,0.3435,2.0309,0.71254,NaN
10,-6.3324,0.89325,1,-1.4467,0.028637,14,6.5408,0.010384,1,0,0,0.9257,0.82816,0.85718,NaN,0.34197,0.77914,0.7226,NaN
3,-2.278,0.39909,1,-0.5322,0.30653,14,6.5893,0.11222,1,0,0,0.75843,0.72733,0.85332,NaN,0.89975,1.2229,0.72928,NaN
14,-5.2114,1.6009,15,-4.0807,3.9923,15,6.6429,0.12818,15,3.787,0.058254,0.90111,0.90949,0.89256,0.8952,0.33818,0.30042,0.64159,0.75371
3,-4.3819,39.809,1,-1.3727,7.5142,13,6.4292,6.8048,15,2.943,0.10757,0.67009,0.30832,0.88148,0.88053,0.3421,0.96233,0.61955,0.79857
4,-2.4371,30.078,9,-2.0153,15.991,13,4.4398,0.057534,15,4.0613,0.31798,0.5943,0.75603,0.89826,0.91669,0.33121,0.32209,0.56518,0.6338
4,-3.7636,54,5,-1.4042,0.069874,12,5.494,5.5053,1,0,0,0.56054,0.81665,0.8622,NaN,0.31648,0.66474,0.65438,NaN
1,-4.4908,77.42,3,-1.716,0.42045,12,8.2683,8.7404,1,0,0,0.47181,0.81189,0.85781,NaN,0.28959,0.70547,0.6553,NaN
14,-6.5309,1.2859,8,-3.0858,0.2775,15,4.4034,4.6095,19,3.5249,0.21333,0.92958,0.89753,0.87101,0.71449,0.28412,0.41685,0.72632,1.8338
9,-5.436,5.1678,1,-1.1152,0.058984,14,7.2819,7.6622,1,0,0,0.89915,0.82183,0.85052,NaN,0.43496,0.78846,0.74686,NaN
23,-1.4103,12.33,13,-1.5203,2.4891,13,5.3604,5.4142,18,3.9289,0.20429,0.31516,0.85154,0.84957,0.63,0.71847,0.36605,0.72298,2.0812
1,-3.3612,36.765,3,-2.9558,19.347,12,7.228,7.2675,12,5.0198,5.2601,0.47122,0.78864,0.8818,0.85477,0.42097,0.30878,0.59866,0.7373
15,-4.0459,0.30719,9,-1.302,0.23148,15,3.9995,0.18041,1,0,0,0.89687,0.8384,0.87153,NaN,0.34143,0.51438,0.70137,NaN
15,-5.2873,0.58434,9,-2.3154,0.1757,15,5.0337,5.2186,17,3.3465,0.062816,0.90643,0.6609,0.90622,0.81719,0.32243,0.85117,0.60992,1.2329
2,-3.7394,78.632,8,-3.425,50.247,14,6.011,6.3361,15,6.0276,0.12924,0.73949,0.86866,0.89369,0.90261,0.14351,0.1498,0.614,0.72027
25,-0.27818,121.72,1,-1.0552,80.898,13,7.9635,8.3178,14,8.1148,0.46901,0.047496,0.12377,0.89094,0.88957,0.1238,0.18684,0.59399,0.69674
8,-3.614,2.077,6,-1.8545,0.30031,15,6.4066,0.16429,16,2.5972,2.7917,0.74234,0.72616,0.86137,0.8013,0.71819,0.81001,0.73965,1.2164
25,-2.6559,4.7769,4,-1.2002,0.1737,13,5.5263,5.7389,1,0,0,0.63142,0.86779,0.8488,NaN,0.47669,0.56023,0.71803,NaN
20,-1.8926,1.861,3,-1.4,0.021018,14,4.4372,4.6997,1,0,0,0.562,0.79594,0.86086,NaN,0.74318,0.7838,0.7143,NaN
25,-3.113,6.7258,21,-2.9858,0.73517,12,4.3517,0.039276,12,3.2345,3.2369,0.78042,0.85603,0.87213,0.86057,0.32512,0.29331,0.61421,0.7348
1,-1.5189,58.077,1,-1.6645,15.691,13,5.2953,0.34612,16,4.1525,0.06805,0.33814,0.40728,0.87927,0.90462,0.18798,0.53364,0.61066,0.77967
16,-2.9033,2.9038,1,-0.44385,0.13849,12,8.1364,0.0093205,1,0,0,0.7533,0.66717,0.84717,NaN,0.56053,1.5493,0.68302,NaN
4,-2.8712,0.46029,12,-1.6147,1.3987,14,6.1208,6.477,15,2.2611,2.3794,0.75541,0.9463,0.85451,0.91976,0.87051,0.25876,0.73339,0.66748
2,-3.0717,40.516,6,-2.0687,12.621,14,6.5767,6.9972,15,3.7671,4.0309,0.51934,0.75729,0.89489,0.86301,0.34273,0.36376,0.60777,0.88893
1,-3.1306,0.23894,1,-0.44456,0.21302,14,6.4023,0.031285,1,0,0,0.76782,0.68901,0.85643,NaN,0.9887,1.3873,0.72382,NaN
15,-1.2426,1.1812,10,-0.97923,0.97318,13,2.8312,2.9412,1,0,0,0.67679,0.84351,0.83447,NaN,0.70621,0.49946,0.75762,NaN
13,-4.0864,0.59684,14,-3.0004,0.16584,15,4.7565,5.0917,16,3.2999,0.06696,0.88818,0.94319,0.91025,0.92637,0.38219,0.24081,0.58633,0.6745
2,-2.4801,19.91,5,-1.2981,0.16089,13,6.1963,6.3601,1,0,0,0.39968,0.82212,0.8294,NaN,0.63443,0.64312,0.77481,NaN
6,-4.7724,4.5681,1,-0.64587,0.45798,14,7.6566,0.16507,1,0,0,0.90805,0.76814,0.85699,NaN,0.46921,1.05,0.7172,NaN
8,-2.3357,2.6087,8,-1.5385,0.21675,15,5.5109,0.15984,1,0,0,0.48056,0.83018,0.86417,NaN,1.1715,0.55371,0.72978,NaN
21,-2.0225,1.9701,1,-1.4153,0.12767,13,7.4553,0.4984,1,0,0,0.59142,0.80816,0.82715,NaN,0.67272,0.81585,0.75296,NaN
10,-4.0045,4.9336,6,-0.83279,0.0030966,14,5.678,5.9673,1,0,0,0.71708,0.82058,0.83335,NaN,0.65933,0.63458,0.79707,NaN
14,-4.4447,0.65273,16,-2.6861,0.20364,15,4.4185,0.018175,16,3.6968,0.20431,0.94734,0.90814,0.90171,0.89503,0.24464,0.28745,0.61503,0.79352
16,-4.6838,0.069491,6,-1.4285,0.013805,15,3.1652,3.3187,1,0,0,0.89047,0.84106,0.86618,NaN,0.3422,0.58931,0.74129,NaN
8,-1.764,1.7038,3,-0.721,0.14618,14,5.5069,5.5998,1,0,0,0.82504,0.84205,0.84153,NaN,0.62176,0.64104,0.78397,NaN
8,-1.9795,2.0081,6,-0.89472,0.12029,14,3.8043,4.0548,1,0,0,0.88219,0.85303,0.84715,NaN,0.48956,0.55019,0.75271,NaN
18,-4.5653,3.8114,15,-3.9526,0.31827,13,5.565,0.3721,12,4.326,0.020454,0.84748,0.93187,0.87731,0.85927,0.36044,0.25448,0.61597,0.71896
20,-2.5022,0.12614,7,-1.3943,0.9754,14,2.5413,2.5711,19,2.4442,0.11465,0.81927,0.74118,0.88501,0.71422,0.39283,0.68936,0.65255,1.8788
1,-0.66001,63.485,1,-0.42914,50.487,12,8.4413,0.31439,13,7.3329,0.23721,0.20504,0.097946,0.87902,0.89212,0.10999,0.14088,0.58975,0.65082
8,-2.3638,4.0383,5,-1.2607,0.4186,14,5.0834,0.073668,16,2.594,2.7572,0.67324,0.8315,0.86316,0.71894,0.72514,0.59805,0.7011,1.5436
1,-0.43969,24.493,1,-0.90851,11.544,13,7.9042,0.2786,14,5.6893,5.9201,0.10742,0.55698,0.87099,0.90015,0.27206,0.31348,0.64112,0.69347
14,-5.394,1.374,6,-2.2839,1.0316,15,4.2225,4.3826,17,2.9759,0.091477,0.91607,0.70177,0.89473,0.81455,0.31064,0.81787,0.65,1.2269
25,-2.9654,2.7458,1,-0.55869,0.50314,13,4.99,5.1478,1,0,0,0.63438,0.80676,0.85072,NaN,0.49503,0.88063,0.71434,NaN
18,-3.9591,0.47449,4,-1.2779,0.20585,15,4.5793,0.09848,1,0,0,0.84343,0.83005,0.87017,NaN,0.38687,0.64719,0.71358,NaN
1,-2.4236,1.5042,1,-0.10706,0.11687,14,7.4214,0.20398,1,0,0,0.82247,0.5486,0.85814,NaN,0.99146,2.2635,0.71211,NaN
3,-4.4557,0.34585,1,-0.00071371,0.0004016,14,9.4862,0.23324,1,0,0,0.84544,0.03299,0.85115,NaN,0.69902,17.161,0.73329,NaN
14,-5.538,0.78059,1,-1.1299,1.079,14,5.177,5.2915,1,0,0,0.89064,0.8164,0.86637,NaN,0.3638,0.83936,0.70805,NaN
8,-3.9934,0.60143,1,-0.30349,0.18043,14,5.508,5.7347,1,0,0,0.8395,0.71667,0.86359,NaN,0.56949,1.248,0.71114,NaN
25,-2.0585,1.2159,1,-0.38093,0.21412,12,5.6216,0.35053,1,0,0,0.65041,0.73417,0.82169,NaN,0.4865,1.2075,0.73469,NaN
11,-3.1822,2.8962,4,-1.0324,0.0075732,14,4.6484,4.7992,1,0,0,0.86487,0.86774,0.85129,NaN,0.47472,0.57734,0.75043,NaN
25,-2.9525,0.22088,1,-2.0809,3.3212,13,3.6337,0.055457,18,2.8838,0.31254,0.70323,0.63324,0.86686,0.67045,0.44311,0.87933,0.65758,1.7666
8,-3.8387,24.046,1,-0.3418,0.23477,13,5.8471,0.13347,1,0,0,0.7855,0.73809,0.86542,NaN,0.34266,1.1467,0.65988,NaN
14,-5.8152,5.6216,4,-1.6232,0.34851,14,5.8413,5.8666,1,0,0,0.90564,0.83854,0.86911,NaN,0.34223,0.62051,0.70463,NaN
