OcHtgTbal,OcHtgSlope,OcHtgYint,UnHtgTbal,UnHtgSlope,UnHtgYint,OcClgTbal,OcClgSlope,OcClgYint,UnClgTbal,UnClgSlope,UnClgYint,R2OcHtg,R2UnHtg,R2OcClg,R2UnClg,CVOcHtg,CVUnHtg,CVOcClg,CVUnClg
10,-4.2255,4.1192,8,-2.4025,0.72563,14,5.4083,5.6462,1,0,0,0.82331,0.86173,0.88169,NaN,0.50169,0.47883,0.65471,NaN
8,-3.1618,0.011257,5,-1.0581,0.19069,14,5.5783,5.9298,1,0,0,0.91042,0.86733,0.86392,NaN,0.41847,0.53485,0.70406,NaN
7,-3.6704,2.3632,4,-1.8824,0.44867,14,6.5833,6.7303,1,0,0,0.68658,0.8687,0.87904,NaN,0.84185,0.54705,0.66873,NaN
25,-2.8529,1.3373,16,-3.164,0.90948,13,6.4885,6.7889,14,4.0606,4.1549,0.6767,0.9066,0.87752,0.90712,0.46164,0.285,0.63387,0.6733
14,-5.3643,0.25721,15,-3.5743,1.0647,16,6.6049,0.23479,17,2.2485,0.065831,0.85533,0.90907,0.89935,0.84254,0.43109,0.29194,0.64784,1.1134
11,-4.3246,2.2855,5,-2.0855,0.22409,14,4.6632,4.8129,1,0,0,0.81903,0.88108,0.87934,NaN,0.52021,0.50958,0.6652,NaN
11,-4.2199,1.5128,10,-2.3053,0.40079,15,5.7777,6.0893,16,2.7058,0.024686,0.78782,0.88389,0.87991,0.86963,0.58642,0.40888,0.69501,0.93602
1,-1.5127,130.71,1,-3.4026,83.533,12,8.4763,8.5782,13,8.6724,0.23529,0.15651,0.45354,0.886,0.88578,0.14388,0.22153,0.58536,0.67391
24,-2.4975,1.8152,16,-1.2985,0.67447,12,4.1808,0.24821,13,2.9055,0.15853,0.76618,0.72364,0.87608,0.84698,0.37868,0.53839,0.5937,0.78641
23,-1.7004,1.5909,3,-0.95774,0.038987,14,9.2624,0.12292,1,0,0,0.61527,0.82669,0.86118,NaN,0.59159,0.70435,0.70732,NaN
1,-2.5722,78.663,3,-1.099,0.057701,11,5.6289,5.7217,1,0,0,0.37566,0.85218,0.85147,NaN,0.21269,0.63887,0.649,NaN
22,-2.9232,0.04681,9,-2.3896,0.21237,14,7.3353,0.028907,1,0,0,0.6981,0.8656,0.86335,NaN,0.50917,0.46739,0.70361,NaN
8,-5.0591,5.5916,4,-1.8164,0.45665,14,6.5851,6.8189,1,0,0,0.77657,0.8744,0.85859,NaN,0.60538,0.53182,0.72779,NaN
6,-3.3164,0.49885,4,-1.5161,0.21289,14,5.4925,5.7315,1,0,0,0.85609,0.87852,0.86328,NaN,0.57786,0.53422,0.71142,NaN
4,-3.7358,49.126,12,-3.1215,12.408,14,6.3412,6.6143,17,3.9485,0.082983,0.60681,0.88661,0.89754,0.7906,0.30762,0.2641,0.60411,1.3381
23,-2.2354,2.1317,17,-2.1068,0.68563,12,5.7682,0.25136,11,4.1635,4.0834,0.68618,0.86899,0.86982,0.85485,0.47595,0.32953,0.61374,0.71014
20,-3.7015,3.3987,14,-3.2119,1.3048,13,4.3655,4.4305,14,3.7687,3.8061,0.80776,0.91707,0.88979,0.86306,0.38434,0.28539,0.60367,0.845
1,-2.7285,45.291,10,-2.0306,0.60126,14,5.747,0.023755,1,0,0,0.49257,0.88292,0.86379,NaN,0.28688,0.40452,0.70225,NaN
12,-3.8269,2.1486,15,-2.6803,1.6587,15,4.4635,4.5887,17,1.6933,0.017249,0.81384,0.94339,0.87994,0.77499,0.50959,0.21989,0.70313,1.4186
9,-3.8274,1.5071,10,-2.6237,0.49873,14,4.6936,4.7075,16,2.6518,0.017547,0.77516,0.94343,0.90073,0.84963,0.6517,0.27569,0.60309,1.0194
2,-1.9121,84.491,1,-1.0022,40.182,12,7.4656,7.3725,14,6.3049,0.27406,0.39206,0.066046,0.89299,0.86986,0.15445,0.4868,0.56919,0.77166
14,-5.0224,4.655,5,-1.4397,0.28719,15,4.3413,4.5531,1,0,0,0.88794,0.84815,0.90452,NaN,0.37818,0.57649,0.61264,NaN
6,-5.5988,52.416,8,-3.1519,15.076,13,7.1883,7.5566,15,4.1141,0.25583,0.74054,0.79767,0.90647,0.81733,0.30145,0.36358,0.54409,1.0057
15,-1.9615,21.349,1,-0.87755,0.19187,12,6.2961,6.3112,1,0,0,0.66809,0.81687,0.85181,NaN,0.34741,0.7636,0.68266,NaN
10,-6.1332,11.162,13,-5.2791,0.79638,14,7.1154,7.5263,14,5.1417,5.3153,0.79422,0.90221,0.9063,0.89181,0.49924,0.33258,0.57159,0.72822
22,-3.3455,0.85529,1,-0.80887,0.15648,14,7.9665,0.46606,1,0,0,0.69795,0.81847,0.86576,NaN,0.50172,0.76506,0.68094,NaN
9,-2.0713,64.982,6,-1.5282,0.2641,12,7.9765,0.42137,1,0,0,0.531,0.86221,0.85172,NaN,0.20888,0.52629,0.66002,NaN
6,-2.6622,0.39733,3,-3.0455,0.27954,14,8.0122,8.4937,15,4.6766,4.8112,0.72534,0.89636,0.89544,0.92347,0.86749,0.51668,0.60691,0.66191
9,-5.2956,2.0311,1,-0.81199,0.042635,14,7.3321,7.6153,1,0,0,0.82077,0.82283,0.86788,NaN,0.56629,0.78586,0.69882,NaN
19,-3.3469,3.5528,5,-1.954,0.19535,14,6.6065,0.36677,1,0,0,0.55295,0.8272,0.8725,NaN,0.7264,0.63488,0.66188,NaN
14,-2.8471,0.7252,6,-2.5643,0.66705,14,6.8172,0.28967,1,0,0,0.50799,0.86726,0.87188,NaN,1.01,0.50721,0.66725,NaN
11,-6.1804,1.8918,13,-5.2665,1.1385,15,8.2259,0.40082,15,4.8145,0.18989,0.87434,0.88189,0.90325,0.8957,0.43116,0.36722,0.59687,0.73821
1,-0.95397,88.607,4,-1.6136,0.26581,13,8.585,9.0571,1,0,0,0.049893,0.85859,0.86348,NaN,0.25218,0.58001,0.67263,NaN
7,-3.4011,1.6631,7,-2.3728,2.2607,15,5.9244,0.29901,15,3.6272,0.11639,0.76888,0.93152,0.91029,0.91199,0.70067,0.35816,0.57205,0.67577
15,-5.2149,4.6141,11,-2.5071,0.22563,15,4.9905,0.15243,18,3.4878,0.19774,0.89,0.87085,0.89531,0.75653,0.32835,0.42256,0.62898,1.5307
10,-2.9588,0.60184,9,-1.8609,0.33561,15,4.6014,0.24136,1,0,0,0.78421,0.88324,0.88513,NaN,0.62779,0.42585,0.65582,NaN
19,-5.3473,4.0295,9,-2.0187,2.434,14,3.9465,4.0939,18,3.5404,0.16601,0.8942,0.66713,0.8919,0.751,0.284,0.72514,0.62387,1.5748
14,-6.1513,3.1487,11,-3.3444,3.0603,15,5.282,5.6443,15,3.1452,3.2132,0.85548,0.8484,0.92707,0.88398,0.41109,0.47542,0.52418,0.83741
8,-4.3124,0.57773,7,-1.3508,0.2292,14,6.0768,6.2018,1,0,0,0.83496,0.88363,0.86692,NaN,0.58062,0.45976,0.7068,NaN
11,-3.0029,2.3992,8,-1.2566,0.35523,14,5.5671,5.7105,1,0,0,0.77609,0.82733,0.8941,NaN,0.57556,0.54764,0.61956,NaN
21,-3.7835,3.5568,2,-1.4181,0.24194,13,6.6929,0.14795,1,0,0,0.78842,0.84359,0.86322,NaN,0.42022,0.67247,0.66625,NaN
8,-5.6819,36.528,10,-2.8862,9.8849,13,6.6989,7.0291,15,3.6119,0.097143,0.78315,0.80237,0.89892,0.81982,0.34049,0.39609,0.56837,1.0238
9,-3.7055,1.1949,8,-2.5021,0.47922,14,5.2117,5.269,15,3.0185,3.1104,0.76341,0.92561,0.92052,0.91195,0.6806,0.34445,0.53209,0.71355
1,-3.4501,95.059,7,-1.6585,0.15787,14,8.4889,0.084738,1,0,0,0.39823,0.88081,0.86925,NaN,0.22291,0.47174,0.68421,NaN
18,-2.8036,0.076598,8,-2.0189,1.3962,14,3.3735,0.12952,16,2.074,0.14175,0.85473,0.91316,0.9071,0.90738,0.37292,0.34874,0.55797,0.7317
10,-5.8307,1.3343,13,-4.8413,0.39286,15,8.2156,0.26062,15,3.7479,0.007269,0.82617,0.87057,0.90683,0.93047,0.54706,0.39231,0.58929,0.60841
4,-3.3255,121.28,7,-2.2445,0.11221,12,9.5376,9.4871,1,0,0,0.3734,0.83822,0.8619,NaN,0.21096,0.5676,0.6567,NaN
23,-3.039,0.74352,5,-1.6914,0.064823,12,5.9356,0.0069316,1,0,0,0.71946,0.8386,0.85692,NaN,0.45799,0.61687,0.65709,NaN
11,-4.5344,3.0021,13,-4.1635,1.2712,14,5.7988,5.8857,14,3.9375,4.0332,0.86496,0.94683,0.91424,0.90891,0.43031,0.23566,0.55373,0.6657
7,-4.1289,0.23616,10,-3.1218,0.32368,14,6.6629,0.12246,15,4.9361,5.221,0.95598,0.93561,0.89277,0.90935,0.29537,0.29862,0.60928,0.71073
5,-4.3918,78.387,6,-1.9314,0.19743,12,6.8066,0.044495,1,0,0,0.5611,0.86437,0.86253,NaN,0.27499,0.52808,0.64089,NaN
11,-3.2605,1.1059,8,-1.4187,0.36722,15,5.5545,5.8146,1,0,0,0.74996,0.8706,0.8792,NaN,0.65401,0.46379,0.69958,NaN
25,-4.2481,9.4798,22,-3.5223,3.1647,13,6.4029,0.20452,12,4.4946,4.4228,0.70551,0.75989,0.88248,0.86601,0.39464,0.39271,0.60865,0.72333
17,-3.3582,4.4098,4,-1.5774,0.20873,14,7.9085,0.016013,1,0,0,0.56663,0.8471,0.86445,NaN,0.74025,0.61142,0.7009,NaN
11,-3.448,1.4607,7,-2.4939,0.55486,15,3.4391,3.6788,16,1.9612,0.04502,0.71952,0.93131,0.91213,0.91908,0.69985,0.34113,0.57978,0.70815
12,-5.099,9.0246,13,-2.8852,2.9101,14,5.9161,5.9796,15,3.5902,3.7929,0.74294,0.86313,0.91564,0.85613,0.55173,0.40951,0.5497,0.92364
25,-2.9203,5.3007,22,-2.8948,2.0572,13,4.7784,5.0205,13,3.4859,0.16705,0.72088,0.82501,0.89725,0.88701,0.38791,0.32531,0.57329,0.66262
1,-4.6939,57.767,4,-4.9214,30.851,14,10.118,0.32322,15,7.2907,0.073071,0.64798,0.92508,0.88432,0.89823,0.26673,0.17671,0.6323,0.74452
13,-6.8835,6.5617,5,-1.6107,0.081121,15,8.6294,0.38149,1,0,0,0.80558,0.81309,0.88864,NaN,0.48604,0.67255,0.64695,NaN
19,-3.9034,5.794,5,-0.85472,0.061531,12,5.5693,5.6805,1,0,0,0.81947,0.8203,0.84822,NaN,0.3683,0.65376,0.6886,NaN
15,-4.1933,0.3195,8,-1.8292,0.20487,13,5.5415,5.7399,1,0,0,0.83286,0.85394,0.87654,NaN,0.45105,0.50851,0.63907,NaN
22,-5.3415,2.0551,14,-3.1735,1.4375,14,6.5248,0.42972,15,3.6594,0.25724,0.79729,0.76662,0.91243,0.82449,0.38147,0.52136,0.53414,0.97567
10,-5.7508,2.2908,2,-1.4668,0.32523,14,6.8957,0.082535,1,0,0,0.89713,0.88781,0.86378,NaN,0.39477,0.54785,0.69999,NaN
8,-4.7171,1.7659,13,-3.4167,0.24772,14,6.1411,6.2323,15,3.3765,3.5277,0.79263,0.89025,0.88207,0.84072,0.64297,0.35755,0.66112,0.98907
25,-4.0155,15.597,24,-3.1957,0.30292,12,6.1459,6.0348,12,4.501,4.4267,0.69048,0.64843,0.88292,0.89505,0.37864,0.46395,0.59979,0.62983
13,-5.7679,0.73156,4,-1.0315,0.064578,14,5.9298,6.2775,1,0,0,0.87864,0.88256,0.87392,NaN,0.40116,0.53294,0.67498,NaN
10,-3.8318,5.7718,8,-2.4483,0.41956,14,5.2964,5.5188,1,0,0,0.59743,0.85334,0.88919,NaN,0.83431,0.50522,0.63144,NaN
11,-2.5185,50.066,4,-1.7178,0.18962,13,7.9841,8.2185,1,0,0,0.50761,0.83178,0.86134,NaN,0.32578,0.65025,0.68474,NaN
10,-2.4167,37.23,8,-2.1579,0.32437,14,6.2287,6.4324,1,0,0,0.4555,0.88096,0.87063,NaN,0.42607,0.44939,0.69205,NaN
11,-4.9839,0.44118,8,-2.4245,0.72715,14,6.3459,6.3647,1,0,0,0.82586,0.85166,0.8868,NaN,0.53681,0.49904,0.64907,NaN
22,-5.3509,0.79725,19,-4.7942,3.9503,14,4.5691,4.6068,14,3.4643,3.564,0.87857,0.83954,0.89308,0.87591,0.28544,0.35286,0.62727,0.7893
16,-5.8863,9.5367,14,-3.7638,0.23907,14,4.2637,4.3478,17,4.0652,0.15633,0.88862,0.93105,0.89607,0.80387,0.30146,0.2668,0.61457,1.259
11,-5.2135,5.2626,7,-1.8562,0.38076,14,6.098,6.2069,1,0,0,0.90984,0.89021,0.859,NaN,0.37333,0.44237,0.73167,NaN
18,-3.7372,0.12561,1,-0.32826,0.13815,12,9.3134,9.3124,1,0,0,0.7772,0.7393,0.84287,NaN,0.48409,1.2518,0.70722,NaN
9,-6.6592,6.6768,2,-1.5283,0.16001,14,8.8409,9.1553,1,0,0,0.86133,0.83815,0.86462,NaN,0.51711,0.6983,0.70959,NaN
20,-3.0406,0.034954,17,-1.3643,0.18254,13,5.5349,0.22826,13,2.9237,2.9503,0.68718,0.6885,0.90145,0.90296,0.56586,0.57947,0.54962,0.64116
25,-2.0327,4.6535,1,-0.63915,0.65927,13,8.8103,9.0755,1,0,0,0.59635,0.81951,0.84779,NaN,0.50113,0.81197,0.72295,NaN
8,-5.5498,0.7198,2,-1.007,0.20032,14,8.17,8.7066,1,0,0,0.88472,0.83758,0.86077,NaN,0.47174,0.68267,0.71274,NaN
22,-2.2583,5.8988,11,-1.4163,2.3117,12,4.4306,4.3662,14,3.5922,3.7994,0.6216,0.84205,0.87098,0.81497,0.51854,0.40146,0.63323,0.98197
6,-5.4904,60.34,5,-1.2912,0.093807,13,6.9169,0.28387,1,0,0,0.74247,0.85376,0.86802,NaN,0.26951,0.578,0.64821,NaN
5,-5.9909,0.42837,3,-1.5307,0.09503,14,9.7431,0.028444,1,0,0,0.86702,0.83705,0.85273,NaN,0.58492,0.67524,0.73529,NaN
6,-2.3466,0.097296,1,-0.41717,0.23335,14,9.7977,0.27589,1,0,0,0.8804,0.79982,0.85413,NaN,0.53056,1.0049,0.72357,NaN
24,-5.6306,4.9159,17,-2.4882,0.6732,15,7.7504,0.40488,15,2.9644,0.06908,0.76082,0.71254,0.85861,0.89239,0.40371,0.54136,0.73884,0.76037
1,-3.9098,70.498,10,-1.458,0.34958,12,5.8182,5.791,1,0,0,0.55056,0.87105,0.86193,NaN,0.23799,0.43045,0.65649,NaN
1,-2.6101,52.793,3,-2.4692,26.314,12,9.3837,9.503,12,5.4144,5.4092,0.38969,0.75703,0.89246,0.88558,0.29849,0.24363,0.56635,0.65665
12,-6.5764,2.105,3,-1.4468,0.28438,15,7.5014,0.18023,1,0,0,0.85051,0.86512,0.87317,NaN,0.45918,0.58526,0.70323,NaN
1,-1.7245,75.847,1,-1.8591,43.337,12,8.4394,8.6406,14,8.1161,0.34031,0.31376,0.47791,0.88453,0.9168,0.1744,0.22078,0.58747,0.60158
7,-3.5526,0.66417,10,-2.9799,0.17937,14,5.2068,5.4182,16,3.5492,0.046661,0.82677,0.94636,0.89033,0.92213,0.61583,0.27251,0.62814,0.69987
24,-2.3026,1.7364,1,-0.67737,0.14471,13,6.5952,0.034001,1,0,0,0.73049,0.82411,0.8512,NaN,0.44029,0.74613,0.70414,NaN
15,-4.9003,1.6889,9,-1.616,0.087005,15,4.5384,0.037024,1,0,0,0.92,0.89585,0.88332,NaN,0.28941,0.40642,0.67572,NaN
10,-5.7763,0.89716,15,-3.8968,3.8607,15,7.1826,0.33276,15,2.8752,3.0461,0.8961,0.9665,0.89148,0.91746,0.41021,0.1771,0.637,0.67434
23,-2.9769,0.078947,8,-2.3289,0.47788,13,6.7453,0.016632,1,0,0,0.69081,0.86037,0.85551,NaN,0.49711,0.48847,0.69279,NaN
2,-2.0166,25.301,6,-2.5497,20.567,14,7.0368,0.11886,15,4.665,4.9763,0.47534,0.85525,0.87454,0.89385,0.38942,0.22597,0.66626,0.77072
10,-6.2727,0.93628,2,-1.7086,0.21224,14,7.1612,7.2512,1,0,0,0.83868,0.83293,0.87971,NaN,0.52877,0.70801,0.66922,NaN
13,-4.7933,11.887,12,-2.9014,2.8088,14,5.9243,0.057068,15,4.3677,0.079047,0.75489,0.88074,0.90755,0.87101,0.4885,0.39527,0.56314,0.846
10,-2.7308,18.45,11,-2.475,3.7039,15,4.9402,0.27384,17,1.8888,0.033735,0.65975,0.92619,0.89107,0.83228,0.45407,0.2653,0.63563,1.1714
13,-5.7227,5.8862,1,-0.78821,0.02582,14,6.2815,6.3598,1,0,0,0.92096,0.85867,0.86546,NaN,0.32078,0.6912,0.71357,NaN
11,-7.017,0.060399,4,-2.1002,0.40818,14,6.5502,6.8563,1,0,0,0.92552,0.87517,0.8598,NaN,0.33506,0.53637,0.72097,NaN
5,-3.2617,1.4197,2,-1.2742,0.23312,14,7.4821,0.04981,1,0,0,0.75185,0.84874,0.86136,NaN,0.7961,0.65718,0.70875,NaN
13,-5.7827,3.0687,14,-3.9923,3.7166,15,7.8248,0.36041,15,5.0028,0.23626,0.88286,0.80235,0.91613,0.91306,0.37644,0.49424,0.55249,0.66371
3,-4.8816,51.033,4,-2.0383,13.611,13,8.089,8.2741,15,4.2621,0.339,0.63543,0.49955,0.89453,0.9183,0.33371,0.59882,0.58733,0.62653
5,-3.296,36.04,8,-2.8242,19.332,13,5.3633,5.426,15,5.1247,0.19802,0.64961,0.83485,0.89952,0.92213,0.32997,0.2716,0.57392,0.62903
7,-3.4976,70.132,6,-1.9202,0.37256,13,8.3101,0.45819,1,0,0,0.53465,0.84976,0.8633,NaN,0.28102,0.55149,0.65817,NaN
1,-4.9755,91.056,6,-2.2414,0.40228,12,10.232,10.782,1,0,0,0.44624,0.84519,0.85799,NaN,0.28971,0.56277,0.65547,NaN
14,-7.3707,2.9158,11,-3.8308,0.8565,15,4.9124,5.201,18,4.1936,0.22531,0.93347,0.91608,0.89691,0.79595,0.27012,0.3269,0.6364,1.3718
9,-6.3958,0.4609,4,-1.6974,0.25208,14,7.9101,8.1808,1,0,0,0.88891,0.86088,0.86181,NaN,0.44847,0.57651,0.71848,NaN
25,-2.0843,10.818,17,-1.7387,8.8317,13,6.28,6.532,15,4.5061,0.094683,0.39312,0.74068,0.88016,0.76704,0.66376,0.36694,0.62742,1.2088
11,-2.6769,40.731,6,-3.0088,23.122,12,8.3678,8.4729,12,6.3358,0.036835,0.49974,0.77631,0.88745,0.85879,0.39823,0.3034,0.58105,0.72005
14,-4.8591,3.1109,10,-1.8105,0.53332,14,4.1643,4.2588,1,0,0,0.89526,0.87001,0.87946,NaN,0.33782,0.42947,0.66731,NaN
14,-5.9347,5.1031,12,-3.0754,0.10334,15,5.688,6.0635,16,3.7511,0.12022,0.88655,0.83644,0.9201,0.85922,0.3459,0.46994,0.55136,0.95793
1,-4.0184,99.284,6,-4.1879,61.054,14,7.9646,8.4042,15,7.9117,0.030537,0.64733,0.79468,0.8935,0.90721,0.14759,0.18855,0.61434,0.71071
25,-0.2229,134.37,1,-1.974,74.819,13,8.9338,9.293,14,8.0304,8.5181,0.021957,0.29434,0.89172,0.90498,0.13542,0.21112,0.59249,0.6666
10,-4.1164,2.9897,11,-2.6701,0.2677,15,7.105,0.17982,15,2.9361,3.0027,0.76772,0.92639,0.89329,0.85568,0.61451,0.30893,0.63735,0.94858
25,-3.0943,3.8096,7,-1.8175,0.30217,13,5.9975,6.1964,1,0,0,0.70536,0.89335,0.85697,NaN,0.41489,0.43799,0.69632,NaN
18,-2.6044,2.6377,5,-1.8486,0.071684,14,5.3035,5.6245,1,0,0,0.5952,0.84239,0.8838,NaN,0.74847,0.60816,0.64388,NaN
25,-3.6022,9.1902,22,-3.48,2.8693,11,4.8653,4.865,12,4.5705,0.19077,0.8122,0.82593,0.86526,0.87817,0.28923,0.30363,0.61597,0.65088
2,-2.1658,63.027,3,-2.1774,23.625,13,6.6101,0.044279,16,5.0546,0.2016,0.53543,0.57378,0.88308,0.90491,0.16922,0.36583,0.61245,0.76166
16,-3.9547,0.06365,1,-1.0923,0.79513,12,8.2787,8.6579,1,0,0,0.80466,0.82559,0.84121,NaN,0.48068,0.87302,0.70169,NaN
6,-3.1905,0.69471,12,-1.7663,0.047175,14,6.5035,6.6468,15,2.5425,2.7007,0.70967,0.90271,0.87366,0.93178,0.88999,0.34916,0.68559,0.6071
6,-3.1479,50.476,8,-2.686,21.284,14,8.2688,8.6844,15,5.5294,0.13115,0.56927,0.80953,0.90672,0.88114,0.30286,0.27409,0.57184,0.80396
5,-3.723,0.17404,1,-1.2415,0.17708,14,6.7206,7.1204,1,0,0,0.83346,0.84638,0.85725,NaN,0.67119,0.7024,0.72491,NaN
13,-2.0351,0.52258,11,-1.4955,0.16614,13,3.5054,3.6322,1,0,0,0.71225,0.87124,0.87039,NaN,0.6764,0.42078,0.65703,NaN
13,-4.6716,0.0047265,14,-3.5562,3.0364,15,6.0337,0.064568,16,4.3056,0.105,0.87331,0.93155,0.92703,0.93766,0.41689,0.27192,0.52098,0.61456
4,-2.9388,22.963,7,-1.6872,0.090459,13,7.4394,7.4821,1,0,0,0.42695,0.84295,0.8502,NaN,0.63998,0.55735,0.72228,NaN
7,-5.5644,5.7071,3,-1.4335,0.17595,14,8.1731,0.039091,1,0,0,0.90517,0.87417,0.85702,NaN,0.45115,0.57224,0.72213,NaN
7,-3.3962,5.1619,9,-2.1821,0.56182,15,6.4638,0.18991,1,0,0,0.49946,0.86493,0.88791,NaN,1.0926,0.45799,0.65391,NaN
18,-2.988,1.419,3,-1.9117,0.37606,13,8.5098,0.47491,1,0,0,0.60102,0.83547,0.84951,NaN,0.71153,0.65774,0.69599,NaN
10,-4.679,6.4621,7,-1.2511,0.20042,14,6.6322,7.0124,1,0,0,0.77164,0.8418,0.85574,NaN,0.56103,0.55006,0.72999,NaN
14,-5.3511,0.4713,15,-3.5576,2.9234,15,4.6154,4.9204,16,4.1418,0.1929,0.94914,0.94648,0.91918,0.91638,0.24164,0.22965,0.55477,0.70548
16,-5.4147,1.6932,8,-2.0301,0.039067,15,4.1377,0.12281,1,0,0,0.90119,0.89039,0.88536,NaN,0.31456,0.43751,0.66217,NaN
8,-2.4927,0.22963,7,-1.1914,0.19525,15,7.3025,0.35062,1,0,0,0.76132,0.86816,0.86648,NaN,0.73619,0.49418,0.71612,NaN
9,-2.6258,0.35274,8,-1.4503,0.32248,14,4.4169,4.5711,1,0,0,0.86129,0.87494,0.87571,NaN,0.50439,0.45726,0.67575,NaN
20,-4.7985,6.545,15,-4.3604,1.0026,12,6.1885,0.038965,12,5.2492,0.26,0.83539,0.91198,0.87019,0.8687,0.33959,0.2885,0.62008,0.67704
23,-2.6486,1.2104,15,-1.4927,0.74067,14,3.358,0.10782,16,2.4291,0.054209,0.83035,0.81018,0.89537,0.77107,0.32739,0.43912,0.59757,1.3011
1,-1.0787,63.859,1,-1.4018,49.413,12,9.4839,0.01438,13,7.29,7.5949,0.35161,0.50207,0.8776,0.90103,0.12097,0.14515,0.60048,0.63749
8,-3.0974,8.3571,10,-1.7985,2.5825,14,6.1705,0.21744,14,3.4263,3.4567,0.63489,0.89929,0.90025,0.84957,0.7,0.3253,0.58113,0.89322
1,-1.0881,20.717,1,-1.5517,11.966,13,8.5394,0.047303,14,6.2311,6.3414,0.39435,0.76648,0.88604,0.91306,0.31152,0.28233,0.6039,0.65147
14,-5.9328,2.9278,12,-2.5925,2.605,15,5.2965,0.014527,16,3.5561,0.082165,0.91376,0.78889,0.91946,0.85633,0.30783,0.55346,0.55168,0.97739
25,-3.4607,2.0964,4,-1.0399,0.096806,13,5.9195,6.1614,1,0,0,0.67115,0.83422,0.87111,NaN,0.46414,0.64699,0.65388,NaN
17,-5.1855,0.56044,7,-1.7141,0.17411,15,5.2892,0.040584,1,0,0,0.87874,0.87393,0.88754,NaN,0.34649,0.48655,0.66195,NaN
4,-3.5932,3.6824,1,-0.68915,0.50661,14,8.0649,0.19707,1,0,0,0.92128,0.84969,0.85018,NaN,0.46642,0.79705,0.73615,NaN
6,-5.3657,0.18912,1,-0.16299,0.013341,14,10.557,0.16653,1,0,0,0.90503,0.64259,0.85256,NaN,0.46687,1.7892,0.73188,NaN
14,-6.3296,5.3889,4,-1.7405,0.1568,15,6.8923,0.28171,1,0,0,0.91584,0.87129,0.86673,NaN,0.32522,0.55819,0.71777,NaN
9,-4.55,1.3462,3,-0.87101,0.14104,14,6.0853,6.209,1,0,0,0.83961,0.83163,0.87988,NaN,0.53641,0.67238,0.66659,NaN
25,-2.5964,2.2089,3,-0.94355,0.028386,12,6.1709,0.44129,1,0,0,0.73483,0.86348,0.82105,NaN,0.41521,0.61325,0.73417,NaN
12,-4.0563,3.7871,7,-1.7119,0.18607,15,5.7819,0.3055,1,0,0,0.87342,0.90425,0.86996,NaN,0.43801,0.41638,0.70373,NaN
25,-3.4487,1.8381,10,-2.102,3.8373,13,4.134,0.26649,16,3.1068,0.2165,0.73132,0.72223,0.89261,0.7608,0.40345,0.57816,0.5718,1.2826
7,-4.5675,30.619,3,-0.77044,0.088238,13,6.5761,6.9522,1,0,0,0.76808,0.83466,0.87053,NaN,0.34591,0.67262,0.65189,NaN
14,-6.5849,6.5695,7,-2.2398,0.39914,15,7.6265,0.29426,1,0,0,0.90143,0.87183,0.87977,NaN,0.3495,0.48509,0.67741,NaN
