Uwindow,SHGC,Ropaque,Qinfil,Qventilation,Qcasual,Fafterhours,Mset up/down,"Tsa,clg","Tsa,htg","Tsa,reset","Tafterhours,htg","Tafterhours,clg","Fvav,min-sp","Shtg,summer"
0.1302613853454593,-0.11230144962549192,0.29102056732177684,0.3440306810522088,-0.09808855571746816,-0.08855038070678752,0.16727324396371832,0.03055497813038528,0.8999217720031752,-0.1718342170715327,0.22004609704017639,-0.12700264961242685,-0.08191304211616497,-0.18341573644399614,0.5646021693944931
0.525116294193267,-0.08490160119056687,-1.2605499381065401,0.43800575735330577,-0.17435225475311283,-2.075604684829717,-0.18301287370920152,-0.09126652002334595,-0.3910073661804191,-0.20695080566406346,-0.17163231579586863,0.07003983532428752,-0.07363466253280623,-0.16056654898405115,0.030946017503738404
0.8693131707191469,-0.18670714899301566,0.5629942207336439,-0.05184005202054982,0.40840266582965795,-0.3277612743377668,0.01888908181190486,-0.011854618191719055,-0.05715265655517534,-2.831328800201417,-0.31914990693330764,-0.11978214743614184,0.04464159131050103,-0.22976541807174677,-0.20196795612573623
-0.4431782879829402,-0.006410289824008917,0.5982953926086436,-0.3469552521800994,0.7044729096412656,-2.375896111679073,0.10968031095266345,0.04782552480697632,-0.925189441680908,-3.11737316894532,0.42100530564785005,-0.15073643959522212,-0.08297686834335347,-0.1967440664839746,0.6625188155472279
0.190690707874298,0.17059860804796187,-1.7082434919357323,0.07819970687866235,-0.30026048164367725,1.4616853713989253,-0.14615344069004033,-0.0002899401052854955,0.9124023075103764,-3.745868251800535,0.2260076904296875,0.04704197231292717,0.0088801926136016,-0.012895600290298468,-0.42505454152822497
-0.3001220629692072,-0.04857069209337239,0.2931937885284425,0.045675304665565374,-0.08961035428047186,-2.38571369171143,0.33926136767864157,-0.19433475494384767,1.4600988178253151,3.0689330253601015,-0.4757902029156685,0.0115849752950668,0.06813406705856312,0.18898834863185873,-0.3105140505731106
0.6850552257537847,0.08921379942894009,0.062277620315551695,-0.3884449369382864,-0.21772605752825716,-0.797063186645509,0.2819831524670122,-0.027550850789994002,0.4184734382629384,3.4579658660888613,-0.20256480330135673,0.07525500863075246,-0.02304450645446771,-0.016286554301977167,0.10504976332187653
-0.8030317319870006,0.04900723879814147,-0.8001914376258852,-0.1784838711452484,0.3393672668457031,-1.2348037813186632,-0.11766140252351753,0.17854313135147096,0.6830684833526597,1.7658900604247996,0.042272045016288756,-0.09525408169269566,-0.10105991954803496,-0.031703836171627066,0.47402937144041063
0.5693315292358406,0.19991261392116566,1.6300438360214238,0.24578790024519,-0.11570498059988008,-0.8664592521667481,0.09438822046518316,-0.012104679942131042,-1.4806900558471663,0.9295892524719277,0.23929464757442476,-0.11364312421321848,0.09036663751602149,-0.0002825895619392305,0.4553193810582161
-0.9900718199729943,-0.1423044894909861,1.451589020919799,0.36626634688854304,0.12130778503417954,-2.2625008464813217,0.13682526388764402,-0.1178094506263733,1.1802031497955294,2.082573036193844,-0.2984822341799736,0.08769707295894627,0.02990783843994141,0.09372063072442989,0.15376074492931366
0.023216722774505528,0.050517397122383,-1.1419411499023462,0.1763683940982821,0.08625438933372515,0.7783741188049278,0.20290075232982635,0.024150336745660753,-0.34957007598877027,-3.055395542144776,-0.4028052943944931,0.13779832504749273,-0.12199530301094065,-0.12921573321342483,0.18879174411296845
-0.3780151309967041,0.11987530815362947,1.00441541786194,-0.35876919894933645,0.12728006551265722,2.5584273567199687,-0.3313519202113159,-0.02670051702298224,-0.11908941841125553,0.9926369590759293,0.17764534033834933,0.013408591499328609,-0.08022619729042069,0.20088226807594328,-0.38967823386192324
-0.6486655924797059,-0.04553475880622862,0.6832150774002058,-0.15883121027469616,-0.40382375370025697,0.8522630653381333,0.3388023272275923,-0.09213882813695819,-0.036557022094727006,-0.36819127655029177,0.4504127743840218,-0.03262394459247603,0.04670839729309088,0.17619869858503345,0.16587532579898834
-0.35825984601974503,0.09706699777126312,-0.9769566578865063,0.43548177625656115,-0.16415510599136318,0.33651412010192844,-0.1534675691962243,-0.010872838068753481,-0.33021120262145987,-0.6294724311828611,0.1579153347015381,-0.031779521651268024,0.07645398015975928,0.1532181245517732,-0.5202399024367332
1.0642909397125255,-0.06560978134632121,-1.68837361278534,0.045292817249298165,-0.1481024887990955,-1.4667298240661637,0.2030162880420685,0.06694622993469239,0.9258936233520484,-2.01527828598023,-0.5746280282735825,0.04405858662605286,0.017854622125625674,-0.13523891463756585,0.29694326281547545
-0.9732087738037101,0.07647145422697081,-1.031324363040924,0.03152151583433144,-0.2496717490530014,1.9380792360305816,0.08883421976566312,0.08510084569454193,-0.07351871109008784,-0.7167741775512683,0.20708893060684205,-0.15510838155746443,-0.061588499259948574,0.1874891553092003,0.5209892055392266
0.2540336848258976,-0.043520739612579365,-1.5042618972778314,-0.27867252520561214,-0.2004457593989375,0.7968405272483828,-0.229916737020016,0.025858497377485037,0.5401803722381606,-2.857691253662113,-0.4731144620478153,-0.021855199289321874,-0.03143165678977969,-0.21497244758129097,-0.3984999200701714
-0.2177808391571041,-0.02105527048587804,0.9223382682800279,-0.44574428308725333,-0.12254503078460663,-1.7893872566223092,0.10335477108955388,0.13858889400959015,-0.1904150161743167,2.9179656486511174,0.15748089052271097,-0.1249385603618619,0.07518600430488605,-0.0170316189002991,-0.10409995260648429
0.7783189311027526,0.08179785872459419,0.07266168260574325,-0.296128729424477,0.2881525300931932,-0.04512656574249263,-0.3130965705752373,0.11868054151535035,-0.08389198112487754,-1.1875845413208033,-0.3627413772046566,0.11414322594165792,0.052499416446685834,-0.08298052719116197,0.08064629077911377
-0.3585536363601691,0.17582117302417746,0.5718521543502798,-0.30150835961341915,-0.44115554713487604,-1.5875844955444283,0.13604415059089633,0.08210206210613251,-0.07163215255737292,1.5282116699218777,-0.021148550692014396,0.09090661327362047,-0.08674936180114765,0.03558087549924857,-0.09430670509580523
