OcHtgTbal,OcHtgSlope,OcHtgYint,UnHtgTbal,UnHtgSlope,UnHtgYint,OcClgTbal,OcClgSlope,OcClgYint,UnClgTbal,UnClgSlope,UnClgYint,R2OcHtg,R2UnHtg,R2OcClg,R2UnClg,CVOcHtg,CVUnHtg,CVOcClg,CVUnClg
10,-3.5554,0.56665,4,-1.4855,0.51285,15,5.5442,5.8863,16,2.247,2.41,0.79622,0.5988,0.87107,0.85948,0.6091,1.1265,0.72122,0.98974
25,-0.34691,123.89,1,-1.2888,85.002,12,7.6848,7.813,12,6.9035,6.9331,0.052466,0.10108,0.88571,0.87546,0.14264,0.24181,0.58536,0.68745
25,-1.9006,0.75989,1,-1.193,4.833,12,3.4024,3.5328,13,2.2562,2.3203,0.75628,0.33126,0.89521,0.79876,0.38053,1.0905,0.55384,0.97208
25,-1.3467,0.88201,1,-0.26977,0.15469,14,8.9214,0.31246,1,0,0,0.55543,0.70201,0.8548,NaN,0.59168,1.3024,0.71961,NaN
1,-1.1882,71.695,1,-0.45775,0.27454,11,5.27,0.047944,1,0,0,0.1183,0.68872,0.84882,NaN,0.23883,1.332,0.64719,NaN
24,-2.2345,0.61039,5,-1.6349,0.11978,14,7.1291,0.27382,1,0,0,0.61928,0.82647,0.85085,NaN,0.5512,0.63988,0.72999,NaN
7,-4.3192,1.921,1,-0.88201,0.80049,14,6.3881,6.6712,1,0,0,0.80118,0.78674,0.85191,NaN,0.64134,0.93482,0.74508,NaN
5,-2.2743,0.27807,1,-0.65623,0.54682,14,5.7395,0.013313,1,0,0,0.88088,0.78305,0.85483,NaN,0.54333,0.96696,0.72932,NaN
1,-3.4059,42.52,9,-2.4842,8.2287,14,6.2439,0.010004,18,3.9141,0.22716,0.54293,0.84389,0.89158,0.77309,0.32823,0.35216,0.61732,1.4591
24,-1.6417,1.6785,19,-1.2549,1.1586,12,5.2735,0.2836,12,4.3674,0.29354,0.68205,0.83535,0.8697,0.85364,0.46055,0.35587,0.6121,0.71554
18,-3.1184,3.2852,13,-2.3559,1.1165,14,4.5508,0.21585,15,3.9414,0.20093,0.80966,0.8398,0.89302,0.87024,0.4053,0.42706,0.60124,0.82825
1,-1.3631,41.798,7,-1.3671,0.10446,14,5.1292,0.13971,1,0,0,0.23889,0.84098,0.86513,NaN,0.29376,0.55937,0.69159,NaN
12,-3.1274,0.42043,13,-1.9083,0.26379,15,4.3189,4.4823,19,1.9512,0.095272,0.81958,0.91746,0.87172,0.76844,0.52514,0.30339,0.72697,1.625
8,-3.1039,0.25097,8,-1.6308,0.2376,14,4.5172,4.6795,16,2.1706,2.3156,0.79478,0.84329,0.89011,0.84357,0.66935,0.52738,0.62999,1.0594
1,-0.99374,81.504,25,-0.59553,19.84,12,6.8412,7.0248,14,5.814,0.1777,0.1978,0.079347,0.89301,0.86685,0.13125,0.69734,0.56227,0.78815
13,-4.2845,0.16103,1,-0.90361,0.18282,15,4.0687,4.3051,1,0,0,0.89372,0.75648,0.89459,NaN,0.37593,0.91932,0.64454,NaN
7,-4.7597,43.771,6,-2.3338,10.321,13,6.7751,0.09217,15,3.4239,0.026733,0.75259,0.65562,0.90575,0.78991,0.2999,0.54461,0.54159,1.1426
12,-1.2074,23.767,1,-0.18535,0.0162,12,6.0695,6.1806,1,0,0,0.54473,0.5254,0.84259,NaN,0.30908,2.275,0.70396,NaN
10,-5.6056,7.1179,13,-4.7614,0.07337,14,6.5991,6.8877,14,4.6516,4.715,0.83536,0.9281,0.9083,0.88578,0.46391,0.28512,0.56795,0.76004
24,-2.7386,2.6444,1,-0.15216,0.028474,13,6.5856,6.797,1,0,0,0.65713,0.52007,0.86536,NaN,0.51739,2.2099,0.67256,NaN
4,-1.3541,63.992,1,-0.9651,0.1845,11,6.45,6.3458,1,0,0,0.29209,0.80841,0.85192,NaN,0.20033,0.79135,0.65367,NaN
7,-1.7603,1.764,1,-1.7296,1.7379,14,8.0834,0.13605,15,4.4469,4.6364,0.83753,0.91157,0.8881,0.92078,0.61642,0.54313,0.62443,0.6676
7,-4.8995,1.2333,1,-0.14656,0.017194,14,7.0864,7.465,1,0,0,0.83479,0.51674,0.86512,NaN,0.59181,2.287,0.70312,NaN
19,-2.4875,2.3263,2,-1.2976,0.16682,14,6.0417,0.23948,1,0,0,0.52516,0.75338,0.87058,NaN,0.77503,0.90346,0.67192,NaN
16,-1.7175,0.016749,3,-1.6891,0.11179,13,5.7225,5.8392,1,0,0,0.45113,0.81717,0.86801,NaN,1.0767,0.72317,0.6676,NaN
10,-5.9026,2.071,13,-5.0973,0.2416,15,7.8336,0.40033,15,4.4066,0.11402,0.89553,0.94731,0.90255,0.89286,0.40071,0.24078,0.59858,0.75705
25,-0.17412,83.104,1,-0.64925,0.67386,13,7.8454,8.2585,1,0,0,0.010519,0.80501,0.86458,NaN,0.24663,0.84991,0.67001,NaN
6,-2.5492,0.50187,6,-1.5317,1.5806,14,4.8369,4.9058,15,3.4077,0.093165,0.83372,0.94261,0.90502,0.91159,0.62387,0.33555,0.5859,0.67985
14,-4.8099,2.0613,1,-2.5163,0.70535,15,4.6987,0.12809,18,3.049,0.082316,0.89804,0.7013,0.89623,0.73094,0.33981,1.0342,0.6269,1.7065
8,-2.2023,0.39418,5,-1.271,0.26275,14,3.7298,3.8734,1,0,0,0.7808,0.84192,0.86593,NaN,0.68693,0.58954,0.7048,NaN
19,-4.7138,2.2569,1,-0.85353,1.8109,14,3.5532,3.5853,19,3.456,0.22045,0.88599,0.18179,0.88835,0.72671,0.30211,2.2119,0.64247,1.7691
14,-5.258,1.2233,11,-2.2577,2.1246,15,4.8915,5.0871,16,3.2594,0.14234,0.87733,0.65164,0.92442,0.87886,0.38459,0.81979,0.54135,0.86936
6,-3.8192,0.53865,1,-0.74561,0.13503,14,6.0049,6.3694,1,0,0,0.84057,0.81153,0.86229,NaN,0.61492,0.78568,0.70958,NaN
10,-2.4236,1.1235,5,-0.73168,0.044007,14,5.1283,5.2825,1,0,0,0.81148,0.74891,0.89298,NaN,0.55709,0.81066,0.62215,NaN
22,-3.0202,2.8545,1,-0.51822,0.28495,13,6.4504,0.19717,1,0,0,0.73654,0.70232,0.85201,NaN,0.46585,1.3119,0.69543,NaN
7,-5.2242,31.958,6,-2.2455,7.3779,13,6.6677,0.091775,15,3.2595,0.01294,0.79255,0.65318,0.89704,0.8043,0.33826,0.61859,0.56876,1.0961
7,-2.9628,0.73226,7,-1.8105,0.048916,14,4.7332,4.8231,16,3.121,0.17784,0.79878,0.83232,0.91383,0.90892,0.66822,0.58212,0.55429,0.73238
1,-2.1823,89.104,1,-1.0304,0.17266,14,7.7962,0.068792,1,0,0,0.24098,0.8205,0.86981,NaN,0.22434,0.76556,0.68285,NaN
19,-2.0477,0.10482,1,-1.0985,2.3554,13,2.7912,2.8177,16,1.9267,0.13434,0.80585,0.61206,0.8956,0.90031,0.42669,0.82659,0.58672,0.76116
10,-5.0521,0.3336,14,-4.1504,3.4864,15,7.8777,0.37451,15,3.1721,3.3959,0.84267,0.93917,0.90413,0.92587,0.52698,0.25563,0.59417,0.63107
1,-2.7477,109.53,4,-1.5354,0.096108,12,8.3179,8.5125,1,0,0,0.25904,0.78211,0.85788,NaN,0.21862,0.77114,0.66189,NaN
25,-2.3136,0.86694,1,-0.99614,0.086702,12,5.5595,0.11678,1,0,0,0.66655,0.775,0.84348,NaN,0.47474,0.9031,0.68833,NaN
10,-4.1296,2.3051,13,-3.4627,0.33486,14,5.4216,5.5107,14,3.5878,3.6458,0.89175,0.95085,0.91473,0.90545,0.39775,0.23095,0.5517,0.68291
6,-3.6493,0.28705,9,-2.747,2.6905,14,6.3999,0.25313,15,5.2059,0.017831,0.96637,0.92542,0.88486,0.90428,0.26661,0.34358,0.62864,0.72326
1,-4.5159,69.972,2,-1.3272,0.26641,12,5.9292,0.23365,1,0,0,0.52498,0.78936,0.85681,NaN,0.28491,0.80044,0.64943,NaN
11,-2.4656,2.5228,5,-0.84697,0.028216,15,5.2801,5.631,1,0,0,0.78054,0.79728,0.87658,NaN,0.62778,0.70975,0.70193,NaN
25,-3.9718,8.2369,23,-3.1228,2.9026,13,6.0858,0.13005,13,4.9332,0.23055,0.68787,0.69366,0.88268,0.86623,0.41463,0.4426,0.61039,0.73
17,-2.5289,2.0563,1,-0.89484,0.90026,14,6.9294,7.3901,1,0,0,0.51942,0.7722,0.86078,NaN,0.84669,0.9468,0.71249,NaN
9,-2.7436,0.49379,2,-1.7775,0.8958,15,3.5973,0.10928,16,1.7627,0.015582,0.7076,0.83217,0.90202,0.91352,0.80248,0.64513,0.6063,0.74402
12,-4.5427,5.3995,10,-2.3156,0.20865,15,6.3927,0.34951,16,3.7103,0.19796,0.7675,0.71772,0.91647,0.81117,0.54779,0.71511,0.54903,1.1199
25,-2.5077,7.6507,24,-2.0996,1.4205,13,4.488,4.7189,13,3.1959,0.092282,0.64254,0.69348,0.89636,0.88274,0.4382,0.42873,0.57592,0.68336
1,-3.5082,54.817,4,-3.8447,29.358,14,9.4144,0.42176,15,7.1267,0.099349,0.60705,0.91539,0.88229,0.90265,0.2393,0.16755,0.6352,0.72422
13,-6.3755,2.9248,1,-1.0313,0.11626,15,8.23,0.30838,1,0,0,0.83436,0.7223,0.88614,NaN,0.46398,1.0314,0.6572,NaN
18,-3.4025,3.0827,1,-0.39033,0.3614,12,4.9452,4.974,1,0,0,0.81936,0.71458,0.84942,NaN,0.39682,1.1285,0.68839,NaN
16,-3.1088,2.6863,5,-1.2026,0.025795,13,5.4297,0.12362,1,0,0,0.81937,0.81143,0.86932,NaN,0.46551,0.68013,0.6488,NaN
22,-4.6348,1.5003,13,-2.1255,1.5069,14,5.6529,0.18067,15,3.0242,0.0061132,0.78087,0.58609,0.91073,0.80118,0.4023,0.803,0.54734,1.1086
8,-5.121,3.1722,1,-0.4476,0.17812,14,6.786,0.25763,1,0,0,0.89684,0.71159,0.85879,NaN,0.41067,1.3532,0.70714,NaN
7,-4.0901,0.67074,11,-3.4142,0.38042,14,5.9753,6.1269,15,3.1169,3.1941,0.8079,0.8343,0.8745,0.8427,0.65865,0.48777,0.68209,0.99634
25,-3.7537,14.312,25,-2.8116,1.7435,13,6.4209,0.22976,13,4.6655,0.043496,0.62774,0.62137,0.88878,0.88356,0.4369,0.48223,0.58917,0.6877
13,-4.9786,0.083617,1,-0.38848,0.27263,14,6.2028,0.22894,1,0,0,0.8814,0.748,0.87148,NaN,0.4008,1.1119,0.66997,NaN
8,-2.9946,3.6661,5,-1.7562,0.33667,14,4.8935,5.061,1,0,0,0.57654,0.80798,0.88875,NaN,0.95142,0.66519,0.63479,NaN
8,-1.7163,47.672,1,-0.88979,0.85795,13,7.3497,7.6608,1,0,0,0.40701,0.75215,0.86134,NaN,0.28811,1.0132,0.6817,NaN
6,-1.6899,36.871,5,-1.482,0.11634,14,5.9636,6.3279,1,0,0,0.34794,0.82897,0.86669,NaN,0.37409,0.63363,0.69628,NaN
10,-4.1166,4.1869,5,-1.6054,0.18738,14,5.9755,6.1604,1,0,0,0.83446,0.81181,0.87722,NaN,0.54954,0.66661,0.67212,NaN
22,-4.5953,1.5435,19,-4.1124,3.4599,15,4.9826,0.16134,14,3.1143,3.1743,0.86689,0.86145,0.89253,0.86821,0.29735,0.3233,0.63773,0.8218
15,-5.3403,6.0932,11,-2.8284,0.25511,15,4.4198,0.21202,17,3.4669,0.026639,0.90403,0.88351,0.89936,0.79124,0.29749,0.39842,0.61026,1.3562
10,-4.6381,4.694,2,-1.2088,0.2004,14,6.0205,6.3043,1,0,0,0.91461,0.84661,0.85097,NaN,0.37725,0.66558,0.74704,NaN
20,-2.9677,2.5464,1,-0.012238,0.0076745,12,8.7333,9.1761,1,0,0,0.75984,0.19219,0.84275,NaN,0.47745,6.2912,0.6966,NaN
8,-5.9588,5.5906,1,-0.51216,0.31264,14,8.5905,9.0698,1,0,0,0.87855,0.73072,0.85721,NaN,0.50426,1.1985,0.72608,NaN
22,-2.168,0.010876,23,-0.75602,0.53742,13,5.1165,0.29858,13,2.5922,2.6149,0.67624,0.47454,0.88938,0.90388,0.53612,0.70934,0.58267,0.63793
25,-1.8393,6.3049,1,-0.08675,0.0032199,13,8.5021,8.8431,1,0,0,0.53612,0.54043,0.84374,NaN,0.53705,2.2533,0.73173,NaN
7,-4.6697,4.6859,1,-0.2107,0.069977,14,8.3438,0.15112,1,0,0,0.88704,0.6477,0.8586,NaN,0.49932,1.6057,0.7135,NaN
21,-1.67,4.6968,7,-0.85931,0.77522,13,4.4481,0.28771,15,3.5276,0.17201,0.56775,0.75277,0.8679,0.77208,0.59187,0.6489,0.64309,1.1673
5,-4.7468,53.208,1,-0.71615,0.72702,12,5.3439,5.4931,1,0,0,0.72432,0.75227,0.86184,NaN,0.27236,0.99764,0.65019,NaN
3,-5.2411,0.5204,1,-0.52287,0.39623,14,9.3736,0.23516,1,0,0,0.87903,0.76952,0.85127,NaN,0.60309,1.0296,0.7328,NaN
5,-1.8982,1.8102,1,-0.017485,0.012499,14,9.6212,0.34122,1,0,0,0.82116,0.2704,0.8505,NaN,0.72108,4.831,0.7319,NaN
24,-5.1547,1.617,21,-1.6285,0.46677,15,7.3453,0.23047,15,2.694,0.069398,0.72986,0.50848,0.84496,0.89069,0.42672,0.70143,0.78761,0.7657
1,-2.9237,62.356,7,-0.90935,0.049127,12,5.0676,5.2867,1,0,0,0.4507,0.82147,0.85658,NaN,0.2514,0.60191,0.66138,NaN
1,-1.7601,47.105,1,-2.339,24.421,12,8.5975,8.9523,12,4.9376,4.9017,0.28393,0.80345,0.89698,0.88741,0.29562,0.2026,0.54811,0.65251
12,-5.6045,5.6068,1,-0.58709,0.40498,15,7.2852,0.20576,1,0,0,0.86676,0.70443,0.86688,NaN,0.44758,1.2457,0.72162,NaN
1,-0.68897,75.059,1,-1.2608,41.634,12,8.1982,0.011703,13,6.3894,6.4051,0.060427,0.30596,0.88382,0.91713,0.19518,0.23299,0.58298,0.58991
7,-2.6059,2.5497,11,-1.9597,1.8536,14,5.3443,0.043513,16,3.502,0.12059,0.86394,0.94575,0.88079,0.91812,0.55772,0.26838,0.6495,0.70519
25,-1.8012,1.7486,1,-0.10477,0.019716,13,6.1609,0.22129,1,0,0,0.58682,0.5773,0.84138,NaN,0.5459,1.9676,0.72312,NaN
15,-4.0776,0.58903,5,-1.0618,0.092399,15,4.3114,0.040548,1,0,0,0.91584,0.85031,0.8767,NaN,0.30323,0.58431,0.69682,NaN
10,-4.5993,4.5419,16,-3.3192,0.46167,14,6.0053,6.1127,15,2.8026,2.9424,0.91191,0.94918,0.88161,0.91997,0.385,0.20802,0.66178,0.66773
25,-2.3052,2.3335,4,-1.6412,0.42659,13,6.5238,0.23049,1,0,0,0.65971,0.82093,0.84753,NaN,0.49216,0.6542,0.70654,NaN
1,-0.90346,24.529,1,-1.4672,20.556,14,6.7565,0.2203,15,4.7042,5.0216,0.34115,0.76467,0.86936,0.89466,0.25536,0.18027,0.6775,0.767
10,-5.1646,4.6622,1,-0.70231,0.50529,14,6.8652,7.2026,1,0,0,0.85569,0.72947,0.87385,NaN,0.51467,1.1599,0.67769,NaN
12,-4.3324,8.1691,9,-2.2411,2.0995,14,4.9235,5.1806,15,3.3965,3.537,0.77607,0.74684,0.91127,0.83424,0.49814,0.70878,0.5559,1.0154
6,-2.1456,17.359,9,-1.7276,1.8204,14,4.0445,4.141,18,1.8024,0.088521,0.5679,0.89491,0.88006,0.81555,0.48718,0.35834,0.6651,1.2967
13,-4.8857,4.8992,1,-0.088002,0.087137,14,6.0646,6.2632,1,0,0,0.91269,0.45123,0.86236,NaN,0.33963,2.8689,0.71723,NaN
10,-5.9919,5.6899,1,-0.92306,0.86654,14,6.9479,0.057352,1,0,0,0.92885,0.79936,0.85696,NaN,0.34464,0.89106,0.72125,NaN
5,-1.994,0.20276,1,-0.34012,0.15362,14,7.2037,0.12422,1,0,0,0.78632,0.70095,0.85833,NaN,0.77359,1.362,0.71454,NaN
14,-5.0279,0.46855,14,-4.3009,0.77748,15,7.1246,0.34709,15,4.3696,0.083657,0.9087,0.92889,0.91624,0.90723,0.33071,0.26823,0.55141,0.70243
2,-4.221,43.712,1,-1.2727,10.909,13,7.7297,0.0017621,15,3.6942,0.20372,0.62754,0.19898,0.89349,0.90705,0.33116,0.95166,0.58251,0.68452
2,-2.4993,32.826,7,-2.2278,17.669,13,5.1518,0.013344,15,4.7725,0.35064,0.53608,0.755,0.89949,0.92216,0.33254,0.31939,0.56349,0.61295
3,-3.4609,60.358,3,-1.2378,0.12573,12,6.402,6.4653,1,0,0,0.5169,0.78913,0.86054,NaN,0.2855,0.78364,0.65737,NaN
1,-3.7602,85.576,1,-1.396,0.3081,12,9.7159,0.21931,1,0,0,0.35892,0.7835,0.85463,NaN,0.28744,0.84725,0.65869,NaN
14,-6.5217,0.47973,7,-2.9156,0.85252,15,4.7197,4.9778,18,3.7483,0.12739,0.93834,0.86086,0.89087,0.78332,0.26799,0.49939,0.65821,1.4647
8,-5.7481,0.11863,1,-0.73952,0.63964,14,7.7212,8.1503,1,0,0,0.90068,0.77336,0.8551,NaN,0.44177,0.98479,0.73239,NaN
25,-1.4628,11.08,13,-1.2466,5.5225,13,5.7848,5.9348,16,4.2175,0.21341,0.32737,0.69804,0.87814,0.73377,0.69548,0.4619,0.63653,1.4016
4,-2.7325,38.39,1,-2.9595,21.152,12,7.736,7.9917,12,5.5036,5.7874,0.45178,0.74843,0.89087,0.86175,0.4002,0.31263,0.56748,0.71532
14,-4.0368,1.0198,7,-1.1918,0.17542,14,3.8189,3.898,1,0,0,0.89706,0.82543,0.87984,NaN,0.34772,0.58475,0.66661,NaN
14,-5.3561,2.7628,8,-2.3531,0.59662,15,5.371,5.6712,16,3.3208,0.016027,0.9079,0.61142,0.91797,0.83762,0.31844,0.95976,0.56185,1.0687
1,-3.1191,90.036,5,-3.3438,58.462,14,7.3378,0.04342,15,7.0466,0.32496,0.61335,0.79126,0.89317,0.90309,0.13804,0.1616,0.61115,0.70517
25,-0.28098,131.36,1,-0.92449,82.947,13,8.6303,9.0067,14,8.6779,0.39069,0.043564,0.082157,0.89131,0.89502,0.12155,0.20176,0.59303,0.68261
8,-3.7286,2.0514,7,-1.6934,0.20126,15,6.7664,0.19427,16,3.1491,0.12298,0.80127,0.67643,0.88327,0.83579,0.60935,0.88351,0.66927,1.0423
25,-2.6553,5.9395,2,-1.1749,0.14548,13,5.8433,6.0995,1,0,0,0.60697,0.84849,0.85611,NaN,0.4914,0.66809,0.69617,NaN
20,-1.7115,1.7208,1,-1.1571,0.10892,14,5.3121,0.061228,1,0,0,0.56132,0.7622,0.87537,NaN,0.74306,0.93423,0.66521,NaN
25,-3.0048,10.201,23,-2.7852,0.042746,12,4.886,0.3175,12,3.7486,3.9568,0.77067,0.81741,0.86929,0.87575,0.31542,0.31289,0.61105,0.67156
1,-1.2859,56.244,1,-1.2282,17.459,13,6.0392,0.29086,16,4.7325,0.10768,0.30047,0.23377,0.88112,0.90303,0.18087,0.58144,0.60906,0.78222
17,-2.7245,2.3235,1,-0.26944,0.034709,12,8.1223,8.587,1,0,0,0.75221,0.6432,0.84237,NaN,0.54825,1.7532,0.69624,NaN
6,-2.3498,2.415,12,-1.4546,0.069388,14,6.3821,6.7154,15,2.4753,2.6109,0.80375,0.92805,0.86618,0.92966,0.71881,0.29544,0.70026,0.6205
1,-3.0298,45.254,5,-2.0369,15.929,14,7.4838,7.9394,15,4.7916,0.047393,0.48666,0.66757,0.90403,0.874,0.3172,0.3895,0.5785,0.83991
3,-2.6895,2.6751,1,-0.28191,0.08697,14,6.9426,0.15337,1,0,0,0.87346,0.67818,0.85718,NaN,0.6435,1.513,0.71651,NaN
13,-1.2236,0.36384,8,-0.98154,0.056319,13,3.4612,0.02392,1,0,0,0.65252,0.82668,0.85209,NaN,0.77316,0.56766,0.70121,NaN
13,-3.9257,0.0048819,15,-2.8594,2.6469,15,5.5286,0.15137,16,3.9076,0.10962,0.88843,0.93225,0.92745,0.93698,0.38788,0.25793,0.51524,0.61601
1,-2.2369,20.737,3,-1.0868,0.11312,13,7.0026,7.2855,1,0,0,0.35689,0.78803,0.84397,NaN,0.60593,0.78575,0.73101,NaN
5,-5.0836,0.034849,1,-0.41709,0.22095,14,8.0794,0.12975,1,0,0,0.90874,0.74352,0.85316,NaN,0.47994,1.1917,0.73004,NaN
7,-2.3277,2.2378,6,-1.5139,0.30979,15,6.1004,0.22589,1,0,0,0.47618,0.81693,0.88135,NaN,1.2431,0.61972,0.67283,NaN
20,-2.0332,1.9013,1,-0.93622,0.85145,12,7.0637,6.9872,1,0,0,0.60911,0.75896,0.8426,NaN,0.67666,1.0113,0.71029,NaN
10,-4.0926,3.3568,4,-0.74569,0.0258,14,6.2534,6.5821,1,0,0,0.78346,0.76619,0.85165,NaN,0.58041,0.81202,0.74346,NaN
14,-4.3334,4.3855,16,-2.7805,2.8346,15,4.7206,0.023085,15,3.3272,3.4053,0.95689,0.91807,0.91192,0.90976,0.22402,0.27193,0.5787,0.72701
15,-4.7415,0.46388,4,-1.4446,0.20665,15,3.8623,0.012199,1,0,0,0.90249,0.83256,0.88322,NaN,0.33028,0.6439,0.67764,NaN
8,-1.7303,1.6824,1,-0.70573,0.11918,14,5.9865,6.119,1,0,0,0.83101,0.79941,0.85793,NaN,0.60824,0.81957,0.73365,NaN
7,-1.9757,0.25801,4,-0.88882,0.070041,14,4.501,0.022292,1,0,0,0.87011,0.82757,0.86101,NaN,0.52497,0.66453,0.71027,NaN
19,-4.2275,5.5917,16,-3.576,0.3828,12,5.2798,5.4325,12,4.7539,0.13327,0.84568,0.91699,0.87698,0.86304,0.33892,0.27122,0.60804,0.70039
21,-2.332,1.692,6,-1.2942,2.2139,14,2.8255,3.0041,17,2.374,0.12869,0.81193,0.6211,0.9006,0.75518,0.37016,0.80832,0.58931,1.426
25,-0.10386,64.32,18,-0.14957,46.654,12,9.083,0.26438,13,7.7678,0.15228,0.052933,0.046202,0.87772,0.89751,0.083608,0.15062,0.59488,0.63669
8,-2.4372,5.0201,6,-1.2462,0.51859,14,5.6001,0.14743,15,3.3046,0.012699,0.67314,0.77128,0.89707,0.7964,0.69388,0.68732,0.59355,1.1237
1,-0.23819,23.142,1,-0.4624,12.022,13,8.2797,0.22355,14,6.1193,6.3649,0.046852,0.28767,0.87775,0.90955,0.24952,0.30185,0.62353,0.65676
14,-5.2862,0.23281,8,-1.9643,0.68868,15,4.5989,4.891,16,3.0957,0.0030431,0.92253,0.57898,0.91783,0.84862,0.30388,1.0122,0.56045,1.0289
25,-2.8971,5.8907,1,-0.41197,0.28354,13,5.7924,0.075442,1,0,0,0.56913,0.71134,0.86342,NaN,0.53663,1.2257,0.66788,NaN
18,-3.8982,0.96254,2,-1.1181,0.20644,15,5.0375,0.20291,1,0,0,0.85047,0.80608,0.87639,NaN,0.37274,0.7632,0.68764,NaN
1,-2.9451,0.15974,1,-0.052796,0.044034,14,7.927,0.26032,1,0,0,0.89731,0.3935,0.85255,NaN,0.61265,3.456,0.72676,NaN
4,-4.7265,0.20296,1,0,0,14,10.105,0.35871,1,0,0,0.87365,NaN,0.84959,NaN,0.59801,NaN,0.73449,NaN
14,-5.2619,4.4736,1,-0.75231,0.61891,14,5.614,5.6978,1,0,0,0.91022,0.77902,0.85823,NaN,0.33699,0.98167,0.73485,NaN
8,-3.9987,0.32126,1,-0.23392,0.097088,14,5.8931,6.1457,1,0,0,0.85501,0.59118,0.87233,NaN,0.54248,1.7567,0.68406,NaN
25,-2.055,2.9003,1,-0.23976,0.10277,11,5.296,5.1856,1,0,0,0.60476,0.69233,0.81921,NaN,0.51424,1.4014,0.73751,NaN
11,-3.2668,2.9634,1,-1.1665,0.21957,14,4.9196,5.1064,1,0,0,0.87539,0.85468,0.85934,NaN,0.45329,0.67086,0.72482,NaN
25,-2.8011,1.4638,1,-1.5417,4.1334,13,3.8924,0.15745,16,2.7416,0.10425,0.68022,0.4107,0.88881,0.75779,0.45662,1.1313,0.58811,1.3307
6,-3.8994,27.764,1,-0.22887,0.13235,13,6.4692,0.21044,1,0,0,0.76069,0.64527,0.86884,NaN,0.33821,1.4797,0.64788,NaN
13,-6.1047,0.67399,2,-1.4924,0.25577,15,7.3459,0.41207,1,0,0,0.90742,0.81778,0.87254,NaN,0.34539,0.73704,0.69462,NaN
